node,type,invert_elev,x,y,catchment
34902121,junction,442.6405892811784,1960703.732,590905.777,WWTP4
34902122,junction,442.8722377444754,1960822.193,590910.161,WWTP4
34902123,junction,439.7297434594869,1960795.142,590878.454,WWTP4
34902124,junction,443.3416306832613,1960970.019,590916.234,WWTP4
34902125,junction,441.2689865379729,1961120.352,590898.715,WWTP4
34902126,junction,444.23469646939276,1961282.605,590916.981,WWTP4
34902127,junction,436.9652019304038,1960144.527,590840.605,WWTP4
34902128,junction,436.2092964185927,1960305.604,590836.97,WWTP4
34902129,junction,439.6809753619506,1960626.478,590823.625,WWTP4
34902130,junction,439.3274066548132,1960896.244,590840.453,WWTP4
34902131,junction,438.9494538989077,1960902.417,590834.56,WWTP4
34902132,junction,437.52298704597393,1961052.915,590827.217,WWTP4
34902133,junction,439.2085344170687,1961209.409,590839.378,WWTP4
34902134,junction,436.6878333756666,1960433.293,590814.659,WWTP4
34902135,junction,438.72085344170677,1960591.07,590806.483,WWTP4
34902136,junction,436.1117602235204,1960711.645,590789.617,WWTP4
34902137,junction,435.92583185166365,1960944.405,590795.239,WWTP4
34902138,junction,440.9032258064515,1961347.83,590832.937,WWTP4
34902139,junction,434.1884683769366,1960378.947,590767.918,WWTP4
34902140,junction,437.2120904241807,1960542.495,590775.103,WWTP4
34902141,junction,435.45339090678164,1961136.214,590761.773,WWTP4
34902142,junction,478.90881381762773,1960256.316,591683.755,WWTP4
34902143,junction,475.7388874777749,1960572.92,591617.895,WWTP4
34902144,junction,457.10947421894826,1961355.533,591083.666,WWTP4
34902145,junction,467.46659893319776,1960255.417,591430.874,WWTP4
34902146,junction,497.8552197104393,1961142.384,591644.595,WWTP4
34902147,junction,453.77495554991094,1960132.607,591210.293,WWTP4
34902148,junction,451.04699009398007,1960216.948,591130.905,WWTP4
34902149,junction,448.76098552197095,1960217.898,591065.535,WWTP4
34902150,junction,444.6522733045465,1960146.082,590989.579,WWTP4
34902151,junction,436.66954533909063,1960174.172,590813.348,WWTP4
34902152,junction,436.7183134366268,1960272.721,590807.232,WWTP4
34902153,junction,512.784353568707,1961171.634,591598.268,WWTP4
34902154,junction,436.0477520955041,1960946.496,590797.457,WWTP4
34902800,junction,437.0017780035559,1960146.625,590842.746,WWTP4
34902801,junction,478.90126264204986,1960419.16,591611.614,WWTP4
34902802,junction,478.77018479674683,1960632.843,591616.904,WWTP4
34902803,junction,471.3619507239014,1960766.747,591474.842,WWTP4
34902804,junction,474.6980624406318,1960364.52,591536.208,WWTP4
34902805,junction,472.19258714175703,1960430.306,591478.403,WWTP4
34902806,junction,470.9756508241103,1960564.858,591477.717,WWTP4
