country_iso,country,WASTE_ID,catchment_id,WWTP_NAME,urban_zone_id,urban_zone_type,LAT_WWTP_deg,LON_WWTP_deg,POP_SERVED_people,WASTE_DIS_m3_day,per_capita_l_day,per_capita_water_L_person_day,building_count,positive_flow_building_count,zero_flow_building_count,assigned_population_people,ratio,average_assigned_population_per_building,sum_Lb_m,sum_Qb_m3_day,sum_Lb_over_Qb_day_per_m2,average_Lb_m,average_Qb_m3_day,max_Lb_m,min_positive_Qb_m3_day,catchment_status,schema_version,method_version
CHN,China,46467,46467,Shandong,DUC:DUC_69617,dense_urban_cluster,35.481,118.524,160000,18300.0,114.375,114.375,6088,6088,0,25440.82955974956,0.15900518474843475,4.178848482219047,10721728.768153653,2909.7948808963542,421701445.9605903,1761.1249619174857,0.47795579515380326,3791.078000560687,0.0010095532980861415,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46468,46468,Shandong,UC:10600_2025,urban_centre,34.998,118.29,413000,50000.0,121.06537530266344,121.06537530266344,10133,10133,0,349092.0959411095,0.8452593122060763,34.45101114587087,32991678.93575013,42262.96561030391,161125401.1480761,3255.8648905309515,4.1708245939311075,7214.144111651262,0.0012249581459742426,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46469,46469,Shandong,UC:10600_2025,urban_centre,35.04,118.355,196800,24400.0,123.98373983739837,123.98373983739837,2828,2828,0,196780.54946350498,0.9999011659730944,69.58293828271039,15461422.644555785,24397.5884497435,35081865.105468504,5467.264018584082,8.627152917165311,12733.112466693909,0.002013267066276591,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46472,46472,Shandong,UC:10600_2025,urban_centre,35.021,118.379,200000,23500.0,117.5,117.5,5263,5263,0,122543.48573023902,0.612717428651195,23.283960807569642,18309550.774352826,14398.859573303122,117701864.6271338,3478.919014697478,2.73586539488944,6903.338814754148,0.0011315065396015694,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46473,46473,Shandong,UC:10694_2025,urban_centre,34.594,118.331,180000,18900.0,105.0,105.0,12065,12065,0,297969.16936982906,1.655384274276828,24.696988758377874,44956615.80590271,31286.76278383224,419198878.783759,3726.201061409259,2.5931838196296924,8114.5960155878565,0.0010741823032157601,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46474,46474,Shandong,UC:10534_2025,urban_centre,35.769,118.592,220000,80000.0,363.6363636363636,363.6363636363636,16916,16916,0,417211.0948649321,1.8964140675678733,24.663696787948222,92086181.73359784,151713.12540543042,314961309.858133,5443.7326633718285,8.968617013799387,11860.627113415678,0.0014437373332421809,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46475,46475,Shandong,UC:10488_2025,urban_centre,35.259,118.005,170000,26600.0,156.47058823529412,156.47058823529412,7477,7477,0,217396.3390793308,1.2788019945842988,29.07534292889271,29262955.56465761,34016.133055942286,260105806.1343801,3913.729512459223,4.549436011226733,8377.316759412119,0.0011575190804730463,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46476,46476,Shandong,UC:10692_2025,urban_centre,35.206,118.803,180000,15500.0,86.11111111111111,86.11111111111111,10672,10672,0,53881.3399032725,0.29934077724040276,5.048851190336628,36869158.22113881,4639.782047226242,1351804390.4759824,3454.756205129199,0.4347621858345429,6708.759268005397,0.001001193026455356,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46479,46479,Shandong,UC:10710_2025,urban_centre,36.88,120.483,272000,20000.0,73.52941176470588,73.52941176470588,8125,8125,0,222432.50713384326,0.817766570345012,27.37630857031917,34273159.23053275,16355.331406900275,284320103.98317,4218.2349822194155,2.0129638654646493,9836.769308350993,0.0010676016281275526,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46480,46480,Shandong,UC:10710_2025,urban_centre,36.842,120.498,38000,33000.0,868.421052631579,868.421052631579,1620,1620,0,38017.4131343296,1.0004582403770947,23.4675389718084,4297005.711428627,33015.121932444184,2876425.998701656,2652.472661375696,20.379704896570484,4831.5527292889155,0.014317810484839188,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46481,46481,Shandong,UC:10816_2025,urban_centre,36.109,120.323,290000,75000.0,258.62068965517244,258.62068965517244,4716,4716,0,457843.3291609456,1.5787701005549848,97.08297904176115,16826639.801959448,118407.75754162356,19706859.445389748,3567.98977988962,25.107666993558855,7205.435961707057,0.0010964983294110432,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46482,46482,Shandong,UC:10816_2025,urban_centre,36.139,120.403,134000,10300.0,76.86567164179104,76.86567164179104,2949,2949,0,211377.15585827405,1.5774414616289107,71.67757065387387,9473541.374274574,16247.6470547778,23094936.189058572,3212.4589265088416,5.509544609961954,9290.54125219055,0.0024860917725615813,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46483,46483,Shandong,UC:10832_2025,urban_centre,35.856,120.021,302000,60000.0,198.67549668874173,198.67549668874173,11287,11287,0,545254.8467191223,1.8054796248977558,48.308217127591234,54888008.371249124,108328.7774938647,179459416.1033472,4862.940406773201,9.59765903197171,9869.010721458264,0.001134057538999918,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46486,46486,Shandong,UC:10816_2025,urban_centre,36.291,120.337,558900,69200.0,123.81463589193058,123.81463589193058,23145,23145,0,881641.6514074004,1.5774586713319025,38.092099866381524,196400874.38086754,109160.14005616691,1325018564.0583756,8485.671824621626,4.716359475315054,18662.365680041057,0.001014165735268767,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46487,46487,Shandong,UC:10710_2025,urban_centre,36.851,120.474,201000,74000.0,368.1592039800995,368.1592039800995,1893,1893,0,54327.0610028408,0.27028388558627264,28.698922875246062,5389769.897747187,20001.00753338418,6188290.459100656,2847.210722528889,10.565772600836864,6048.88199432189,0.007095869095324933,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46488,46488,Shandong,UC:10816_2025,urban_centre,36.072,120.441,850000,111000.0,130.58823529411765,130.58823529411765,20238,20238,0,1340515.2978615803,1.577076821013624,66.23753818863426,159143496.1323062,175055.5271325139,767193859.5288647,7863.597990528026,8.649843222280557,24128.44845923715,0.0010240275741045302,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46489,46489,Shandong,DUC:DUC_70701,dense_urban_cluster,36.542,120.14,32000,3000.0,93.75,93.75,3111,3111,0,32381.69202767873,1.0119278758649604,10.408772750780692,7418241.247267432,3035.783627594878,111048583.70181565,2384.519848044819,0.9758224453856889,6786.5578258205915,0.001150926722477509,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46491,46491,Shandong,UC:10722_2025,urban_centre,36.274,120.037,220000,49300.0,224.0909090909091,224.0909090909091,22934,22934,0,657659.7441057677,2.989362473208035,28.676190115364424,151494032.4202452,147375.56992915578,618125869.9502519,6605.652412149873,6.42607351221574,17540.015726167898,0.001198501017223327,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46492,46492,Shandong,UC:10816_2025,urban_centre,36.062,120.29,260000,52000.0,200.0,200.0,8801,8801,0,410032.34253658785,1.5770474712945686,46.58929014164161,36132655.54163734,82006.4685073174,45953993.97478041,4105.51704824876,9.317858028328304,7514.093856650548,0.0017977559190255792,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46493,46493,Shandong,UC:10610_2025,urban_centre,36.734,119.924,242000,68600.0,283.4710743801653,283.4710743801653,13209,13209,0,466070.5566608575,1.9259113911605683,35.2843180150547,81881816.345202,132117.52143361556,192009286.26199543,6198.941354016352,10.00208353649902,11787.696785084785,0.0012316546122977602,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46495,46495,Shandong,UC:10816_2025,urban_centre,36.158,120.363,250000,167300.0,669.2,669.2,8090,8090,0,394427.9178113855,1.577711671245542,48.75499602118485,54244938.08063355,263951.1625993789,49360154.60932355,6705.183940745804,32.626843337376876,12584.224103126215,0.00262794831097126,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46497,46497,Shandong,UC:10816_2025,urban_centre,36.358,120.425,341000,150400.0,441.0557184750733,441.0557184750733,14825,14825,0,537974.2034491154,1.5776369602613354,36.288310519333244,101687514.01947683,237276.59882330382,234048456.2025764,6859.191502156953,16.005166868351015,14254.319654753364,0.0014519353951199755,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46499,46499,Shandong,UC:10804_2025,urban_centre,35.459,119.586,100000,8000.0,80.0,80.0,5203,5203,0,134214.21238972078,1.3421421238972078,25.79554341528364,24879698.041684356,10737.136991177686,312284766.1429764,4781.798585755209,2.0636434732226956,10010.342367422842,0.0010981791238918492,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46500,46500,Shandong,UC:10804_2025,urban_centre,35.372,119.508,220000,45000.0,204.54545454545453,204.54545454545453,4264,4264,0,295159.35228642926,1.3416334194837694,69.22123646492244,14150188.29964956,60373.50387676943,23187918.396395177,3318.5244605181897,14.158889276915907,6500.608174121476,0.0016077673618296307,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46501,46501,Shandong,UC:10804_2025,urban_centre,35.379,119.44,280000,51600.0,184.28571428571428,184.28571428571428,9009,9009,0,375415.2164245955,1.3407686300878412,41.671130694260796,56034339.5539143,69183.66131253248,197843364.1768233,6219.817910302398,7.679394085085191,12418.963104789042,0.0012836617046793285,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46502,46502,Shandong,DUC:DUC_71613,dense_urban_cluster,35.096,119.298,82000,18900.0,230.4878048780488,230.4878048780488,4904,4904,0,110615.81362071204,1.3489733368379517,22.556242581711263,16303888.145621907,25495.596066237347,72561687.42594525,3324.610143887012,5.198938838955414,6542.600697049374,0.0011209171867752727,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46503,46503,Shandong,UC:10662_2025,urban_centre,35.759,119.191,110000,18200.0,165.45454545454547,165.45454545454547,6957,6957,0,182565.80212963797,1.6596891102694362,26.242029916578694,19383451.001819476,30206.341806903813,135217681.9137778,2786.1795316687476,4.341863131652122,5981.199639613826,0.001100387521844839,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46504,46504,Shandong,UC:9968_2025,urban_centre,35.931,116.424,80000,38300.0,478.75,478.75,7519,7519,0,240283.23442203485,3.0035404302754354,31.956807344332336,23589309.045182798,115035.5984795492,40517938.85363557,3137.2933960876176,15.29932151609911,7295.535057240638,0.0015465450673259435,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46505,46505,Shandong,UC:9988_2025,urban_centre,36.19,116.719,48000,20000.0,416.6666666666667,416.6666666666667,526,526,0,54970.102446987934,1.1452104676455819,104.50589818818999,1092475.8633649652,22904.20935291165,5673686.440471789,2076.9503105797817,43.54412424507918,6225.391879623282,0.0015724102505360496,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46506,46506,Shandong,UC:9988_2025,urban_centre,36.21,116.772,190000,45600.0,240.0,240.0,2410,2410,0,217480.51236341888,1.1446342755969414,90.24087649934393,8006363.144611849,52195.3229672205,33432189.723242402,3322.142383656369,21.65781035984253,8350.64497410022,0.0010934725418405022,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46507,46507,Shandong,DUC:DUC_67433,dense_urban_cluster,35.896,117.665,248900,39100.0,157.0912012856569,157.0912012856569,5839,5839,0,173753.28663812214,0.6980847193174855,29.757370549430064,21405320.89206552,27295.112525313714,112307432.77824348,3665.922399737202,4.674621086712402,6941.856003844299,0.0024328642445249748,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46508,46508,Shandong,UC:10072_2025,urban_centre,35.74,116.79,90000,27600.0,306.6666666666667,306.6666666666667,5275,5275,0,179262.78116481155,1.991808679609017,33.983465623660955,16742975.917404337,54973.91955720887,46385976.88802984,3174.0238705979787,10.42159612458936,7267.4268661105525,0.0012349914695815177,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46509,46509,Shandong,UC:10044_2025,urban_centre,36.177,117.181,530000,75600.0,142.64150943396226,142.64150943396226,4882,4882,0,177073.97617824358,0.3341018418457426,36.270785780058084,11740408.53887335,25258.099243538192,51416914.363837026,2404.835833443947,5.17371963202339,5640.518551856877,0.001207644323134922,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46510,46510,Shandong,UC:10044_2025,urban_centre,36.159,117.128,550000,46000.0,83.63636363636364,83.63636363636364,12600,12600,0,545205.6541549572,0.9912830075544675,43.27029001229819,52313428.754674084,45599.0183475054,357890157.06285626,4151.859424974134,3.618969710119476,11825.156621639422,0.0010134931563800422,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46511,46511,Shandong,UC:10044_2025,urban_centre,36.218,117.196,118400,13000.0,109.79729729729729,109.79729729729729,5286,5286,0,109859.97545691715,0.9278714143320705,20.783196265024053,14130410.58644893,12062.328386316933,99770021.72033322,2673.1764257375958,2.281938779098928,5646.18607524814,0.0010007838686390282,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46512,46512,Shandong,UC:10298_2025,urban_centre,35.89,117.765,182400,28000.0,153.50877192982455,153.50877192982455,15175,15175,0,341081.2485666487,1.8699629855627669,22.476523793518858,55272131.19663403,52358.96359575739,580495496.0151262,3642.3150706183874,3.450343564794556,7584.732198285292,0.0010448667623667027,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46514,46514,Shandong,UC:10948_2025,urban_centre,37.515,122.024,258600,39000.0,150.8120649651972,150.8120649651972,14575,14575,0,549859.8498751825,2.126294856439221,37.726233267594,88421209.7702562,82925.49940112975,130828252.27074729,6066.635318713977,5.68957114244458,12784.271664355152,0.0012543299345410385,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46515,46515,Shandong,UC:11010_2025,urban_centre,37.167,121.988,450000,74900.0,166.44444444444446,166.44444444444446,9976,9976,0,299165.53893388866,0.6648123087419748,29.988526356644815,70927525.66471143,49794.441924774204,315871565.4982799,7109.816125171555,4.991423609139355,14283.826410079904,0.001004237110872831,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46516,46516,Shandong,DUC:DUC_72637,dense_urban_cluster,37.425,122.166,353400,42000.0,118.84550084889644,118.84550084889644,3043,3043,0,221560.2431196458,0.6269390014704183,72.80980713757667,8344857.795201825,26331.438061757613,23281275.178662002,2742.3127818606063,8.653117995976869,5167.274898386595,0.0011954410146560515,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46517,46517,Shandong,UC:10964_2025,urban_centre,36.9,121.496,190000,14200.0,74.73684210526316,74.73684210526316,7857,7857,0,193250.46460183058,1.0171077084306872,24.59596087588527,33355095.81555166,14442.92945971576,309987551.1819828,4245.271199637477,1.8382244444082678,10667.457798420826,0.001009994532023084,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46519,46519,Shandong,UC:10444_2025,urban_centre,36.94,119.388,140000,19400.0,138.57142857142858,138.57142857142858,8459,8459,0,120888.28105881208,0.8634877218486577,14.29108417765836,50418270.926825635,16751.66180386399,396621276.0584219,5960.311021022064,1.9803359503326623,13351.613514757923,0.0010242458370846971,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46520,46520,Shandong,UC:10444_2025,urban_centre,36.889,119.378,116900,25800.0,220.70145423438836,220.70145423438836,5254,5254,0,116984.49814691083,1.0007228241822996,22.265797134927833,25960183.835181825,25818.648863903192,92029901.3593151,4941.0323249299245,4.914093807366424,10059.923394488032,0.001695737930720648,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46521,46521,Shandong,UC:10650_2025,urban_centre,36.407,119.747,280000,33000.0,117.85714285714286,117.85714285714286,9888,9888,0,258193.66997866778,0.9221202499238135,26.11181937486527,53530344.44096926,30429.96824748583,604653149.2089146,5413.667520324561,3.0774644263234054,13110.045173247117,0.0010886939521334734,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46522,46522,Shandong,UC:10412_2025,urban_centre,36.729,119.227,250000,51000.0,204.0,204.0,3434,3434,0,162523.8631414525,0.6500954525658099,47.32785764165769,14376277.661236444,33154.86808085628,17477413.099426553,4186.452434838801,9.65488295889816,9840.914020409848,0.0026954208614951565,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46523,46523,Shandong,UC:10434_2025,urban_centre,36.781,119.172,85500,16800.0,196.49122807017545,196.49122807017545,4768,4768,0,129029.82853233472,1.5091208015477746,27.061625111647384,16045742.982726302,25353.229466002675,62595365.43061966,3365.298444363738,5.317371951762306,7302.012385186109,0.0015810463108095996,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46524,46524,Shandong,UC:10330_2025,urban_centre,36.545,118.565,150000,49100.0,327.3333333333333,327.3333333333333,60008,60008,0,401054.57542460534,2.673697169497369,6.683351810168733,402849130.1329653,131278.5310223203,15164568872.347818,6713.257067940363,2.1876838258618903,13597.721058812163,0.0010002779571494746,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46526,46526,Shandong,UC:10290_2025,urban_centre,36.735,118.507,116000,19200.0,165.51724137931035,165.51724137931035,18002,18002,0,428106.91475120944,3.6905768513035295,23.78107514449558,105232232.24093173,70859.0755450281,714249840.4776707,5845.585614983432,3.936177954951011,12914.335353102182,0.0010072666386794047,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46527,46527,Shandong,UC:10370_2025,urban_centre,36.692,118.819,90000,33000.0,366.6666666666667,366.6666666666667,27751,27751,0,227540.64187218604,2.5282293541354006,8.199367297473461,94548340.68848605,83431.56868646746,2316309458.6540174,3407.0246365351177,3.0064346757402425,8614.929718212154,0.0010000398955265894,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46528,46528,Shandong,UC:10412_2025,urban_centre,36.754,119.16,143700,16000.0,111.34307585247042,111.34307585247042,1980,1980,0,143841.65327657352,1.0009857569698923,72.64729963463309,4812798.488309945,16015.77211151829,7308571.278084996,2430.706307227245,8.088773793696106,5709.062759975573,0.001545085372205175,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46529,46529,Shandong,UC:10522_2025,urban_centre,36.452,119.198,210000,55000.0,261.9047619047619,261.9047619047619,9590,9590,0,210041.8370302351,1.0001992239535005,21.90217278730293,50366421.404786855,55010.957317442786,311258549.6004685,5251.9730349099955,5.736283349055556,10037.963844792059,0.0011379220891331906,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46530,46530,Shandong,UC:10412_2025,urban_centre,36.642,119.146,84200,10000.0,118.76484560570071,118.76484560570071,2240,2240,0,84197.92152591792,0.9999753150346546,37.5883578240705,4500670.232230121,9999.753150346516,13230489.246787826,2009.2277822455899,4.464175513547552,4244.143958741461,0.0010560441354411068,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46531,46531,Shandong,DUC:DUC_67641,dense_urban_cluster,36.937,118.769,109300,13500.0,123.51326623970722,123.51326623970722,4450,4450,0,44943.92661585698,0.4111978647379413,10.099758790080221,9827984.320466634,5551.171173962192,191633888.47975639,2208.5358023520525,1.2474541963959982,4855.609244902715,0.0010175709617977753,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46534,46534,Shandong,UC:10522_2025,urban_centre,36.489,119.202,375500,59000.0,157.12383488681758,157.12383488681758,14471,14471,0,214355.5262244215,0.5708535984671678,14.812765270155587,70331727.30027182,33680.36230956241,940366511.7683612,4860.1843203836515,2.3274384845250786,12147.827972000503,0.0010063198562264089,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46535,46535,Shandong,UC:10412_2025,urban_centre,36.666,119.141,116900,12900.0,110.35072711719418,110.35072711719418,2529,2529,0,116949.35848254962,1.000422228251066,46.24332087091721,4878627.9272959065,12905.446744438765,11103485.921995912,1929.073913521513,5.10298408241944,4372.754589131537,0.002618557001298816,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46536,46536,Shandong,UC:10412_2025,urban_centre,36.739,119.123,182200,25000.0,137.211855104281,137.211855104281,1955,1955,0,182199.34949766455,0.9999964297347121,93.19659820852407,6074810.556357384,24999.91074336785,5414524.067823042,3107.3199776764113,12.787678129599923,6606.76515616583,0.003236314109807131,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46537,46537,Shandong,UC:10638_2025,urban_centre,36.01,119.373,280000,74400.0,265.7142857142857,265.7142857142857,18140,18140,0,363623.4471713538,1.2986551684691208,20.045394000625897,109460834.33365342,96619.94453410257,619021672.7484205,6034.224604942306,5.326347548737738,13848.349162466744,0.0012604472603745347,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46538,46538,Shandong,UC:10638_2025,urban_centre,35.999,119.394,157600,24600.0,156.09137055837564,156.09137055837564,8292,8292,0,204869.45749891424,1.2999331059575776,24.706881029777406,35857781.68062189,31978.354406556464,282333560.29733485,4324.382740065351,3.8565309221606925,9212.668491864128,0.0011488855268973039,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46539,46539,Shandong,UC:10650_2025,urban_centre,36.398,119.784,257000,98600.0,383.6575875486381,383.6575875486381,9177,9177,0,257032.56920155566,1.0001267284107225,28.008343598295266,43652398.260620855,98612.49542129709,168433631.0761181,4756.717692123881,10.74561353615529,9756.093011532319,0.0012874318784281684,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46541,46541,Shandong,DUC:DUC_68789,dense_urban_cluster,36.404,118.919,90000,20800.0,231.11111111111111,231.11111111111111,6339,6339,0,13211.606958752134,0.1467956328750237,2.0841784128020406,10033457.399470575,3053.349163800489,551983458.6897526,1582.8139137830217,0.48167678873647085,3258.683116968874,0.0010073425861527518,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46543,46543,Shandong,UC:10412_2025,urban_centre,36.749,119.105,812000,107000.0,131.77339901477833,131.77339901477833,12366,12366,0,635079.3196032505,0.7821173886739538,51.35689144454557,71176178.6924736,83686.5605881127,234261360.00789365,5755.796433161378,6.76747214848073,11649.070175976283,0.0010954672599446718,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46545,46545,Shandong,UC:10718_2025,urban_centre,37.564,121.316,164000,18200.0,110.97560975609755,110.97560975609755,5380,5380,0,254039.42062765855,1.549020857485723,47.21922316499229,42112627.97734949,28192.179606240228,221625770.7378021,7827.626018094701,5.240182082944281,14760.588204314814,0.0011515459352444543,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46546,46546,Shandong,UC:10744_2025,urban_centre,36.952,120.764,89000,6600.0,74.15730337078652,74.15730337078652,4154,4154,0,123007.11874617651,1.3821024578222079,29.61172815266647,14946374.841463199,9121.876221626573,109119287.34309043,3598.06808894155,2.195925907950547,8176.342395176576,0.0010684645811111064,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46547,46547,Shandong,UC:10744_2025,urban_centre,36.999,120.706,230000,63800.0,277.39130434782606,277.39130434782606,8011,8011,0,317764.0946082604,1.3815830200359147,39.66597111574839,31155544.079233345,88144.99667829153,50024503.28695352,3889.0955035867364,11.002995466020662,10330.594607017243,0.0024393594682211982,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46548,46548,Shandong,UC:10554_2025,urban_centre,37.649,120.499,145600,15300.0,105.08241758241758,105.08241758241758,9848,9848,0,252049.41751786735,1.7311086367985395,25.593970097265164,39277984.61684775,26485.962143017623,268070604.05114016,3988.422483432956,2.6894762533527237,9074.636192189104,0.0010254748847692364,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46550,46550,Shandong,DUC:DUC_69399,dense_urban_cluster,37.749,120.606,48000,6300.0,131.25,131.25,1544,1544,0,24427.129335849357,0.508898527830195,15.820679621664091,4256230.425565436,3206.060725330232,53775017.34928568,2756.625923293676,2.0764642003434144,6880.841502889574,0.00119420082149484,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46551,46551,Shandong,UC:10690_2025,urban_centre,37.318,120.827,120000,15000.0,125.0,125.0,2943,2943,0,120646.18860642117,1.0053849050535097,40.99428766782914,8028369.12520158,15080.773575802647,48773608.87856016,2727.954170982528,5.124285958478643,7893.864876284806,0.0013243893798533767,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46552,46552,Shandong,UC:10868_2025,urban_centre,37.4,121.538,325000,104000.0,320.0,320.0,9182,9182,0,283249.3948912965,0.8715365996655278,30.848333139980017,49396371.736027054,90639.80636521518,115775206.56596954,5379.6963336993085,9.871466604793637,11409.640225100431,0.0013709413145733655,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46554,46554,Shandong,UC:10718_2025,urban_centre,37.592,121.357,723500,196600.0,271.7346233586731,271.7346233586731,41970,41970,0,1120212.1295656972,1.5483236068634376,26.690782215051158,313325093.9701407,304400.42110935797,1178855128.3688362,7465.453751969042,7.2528096523554435,18395.535020453488,0.0010026742697962483,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46558,46558,Shandong,UC:10908_2025,urban_centre,36.78,121.149,136600,17600.0,128.84333821376282,128.84333821376282,5637,5637,0,179888.20410715538,1.3168975410479897,31.912046142834022,18950131.85022986,23177.396722444613,141220631.68699077,3361.7406156164375,4.111654554274368,8476.963586379356,0.001255235672464033,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46559,46559,Shandong,UC:10528_2025,urban_centre,37.202,119.911,190000,25000.0,131.57894736842104,131.57894736842104,11562,11562,0,268137.2214720441,1.4112485340633902,23.191249046189597,51162150.17612594,35281.21335158489,400426803.2435411,4425.025962301154,3.051480137656538,9391.531040020289,0.001034495022378595,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46560,46560,Shandong,UC:10414_2025,urban_centre,34.797,117.219,200000,64600.0,323.0,323.0,3337,3337,0,57701.92432066751,0.28850962160333754,17.2915565839579,11008233.383907216,18637.72155557564,39194845.077476464,3298.841289753436,5.585172776618412,8377.122174176113,0.001258438019906436,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46561,46561,Shandong,UC:10316_2025,urban_centre,35.057,117.134,290000,25000.0,86.20689655172414,86.20689655172414,49832,49832,0,396060.0711831727,1.3657243833902506,7.947906389130933,268566407.0114942,34143.10958475629,4728895500.539519,5389.436647365031,0.6851643438905982,12737.889341416008,0.0010010470096343822,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46563,46563,Shandong,DUC:DUC_69619,dense_urban_cluster,34.552,117.717,125000,19000.0,152.0,152.0,3137,3137,0,134722.45804256373,1.0777796643405098,42.946272885739155,8517072.109608212,20477.81362246975,21457357.301579498,2715.03733172082,6.527833478632371,6382.449657703982,0.00200899732651016,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46564,46564,Shandong,UC:10414_2025,urban_centre,34.784,117.23,500000,38000.0,76.0,76.0,11061,11061,0,298101.4472535719,0.5962028945071438,26.95067780974341,49649601.9119106,22655.709991271462,788486807.5037259,4488.708246262599,2.048251513540499,11878.775113231986,0.0010029698284442085,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46565,46565,Shandong,UC:10398_2025,urban_centre,35.088,117.419,125800,8700.0,69.15739268680446,69.15739268680446,15251,15251,0,113147.16541789653,0.8994210287591139,7.41899976512337,46195053.57415465,7824.962950204291,1311435517.7718065,3028.9852189466037,0.513078680099947,6879.6360141914765,0.0010102319806870718,assigned,1.0,ghsl2025-capacitated-building-v1
CHN,China,46566,46566,Shandong,UC:10466_2025,urban_centre,34.821,117.533,279300,26700.0,95.59613319011815,95.59613319011815,14536,14536,0,315927.7734716906,1.1311413300096334,21.734161631239033,72314893.82144108,30201.473511257293,984711309.8667644,4974.882623929629,2.077701810075488,10958.572021097512,0.001029476801477298,assigned,1.0,ghsl2025-capacitated-building-v1
