Node,HRT,Total_Length,x_node,y_node
FGJ1002941_2,0.0238952755626046,90.0,812353.5,825288.5
FGJ1002941,0.008893305959033,90.0,812353.5,825288.5
FOF4000141,0.0241607786244113,91.0,846340.537,826159.224
XTS4000140,0.0060856254148503,57.0,824729.1459999998,825091.339
XTS1000200,0.0400909623328145,151.0,830325.464,841070.1139999998
FCH4000884,0.0921295624469313,347.0,840103.6779999998,830061.392
XTS4000140_2,0.0067469571117928,77.0,824672.2463999998,825061.8874
FCH1002281,0.4948492473375224,1918.0,813860.3462,826282.158
FCH1002326,0.0241607786244113,91.0,812324.4974,825291.8333
XTS1000200_2,0.0355774102821002,134.0,830323.322,841088.265
SMH1007045,0.7188244558584491,3429.0,830890.735,839381.7349
XPS7001880,1.3907635290803033,6682.0,833900.5999999999,836838.9649999999
FIP4000801,0.8091727171186694,2962.0,846518.8499999999,828036.3
XTS1000200_3,0.0100548219842095,132.0,830331.0,841089.0
FGJ1008820,2.143240601093662,8264.0,834585.283,845354.5459
FGJ1008240,1.0001307126376997,5209.0,833527.1125,840156.6846
FCH1004820_2,0.0302673490459659,114.0,816276.6519,834211.2957
FCH1004820_3,0.0307983551695793,116.0,816276.6694999998,834209.2861
FCH1002281_3,0.49458374427571566,1918.0,813862.4222999999,826279.3192
FCH1005163,2.0329147097039453,7823.0,834206.1102,845135.5367
FCH1005111,0.1382178986997128,1080.0,813165.1929,825734.3567999998
XTS1000201_2,0.0374359317147473,141.0,820800.9599999998,836365.045
XTS1000201,0.0198692954552677,138.0,820794.3349999998,836369.738
FLH1000256,1.1679573670574726,4433.0,835136.1955,833942.1579
FLH1000447,1.123786797621187,4322.0,835154.2876,833972.0540999998
FTH1003421,0.5566917972237416,3391.0,817740.312,836227.603
FMH1012077,1.1758319343845447,6153.0,815755.106,828092.5529999998
FMH1012135,0.6232480966935275,4500.0,815407.8,827866.5999999999
FTH1003260,1.2151061269448318,6420.0,817043.0,826085.0
FMH1012491,0.9634243729573582,5204.0,815019.2589,827058.1232
FMH1012499,0.8544666790010436,5135.0,815100.905,827184.995
FGJ1001502,0.7615560814114374,4963.0,815799.0,827710.0
FMH1042164,0.7074300148367543,2553.0,820761.577,834829.3199999998
FMH1009643,1.3942187771213008,5133.0,819290.3656999998,832864.0952
FLH4023100,2.4060625115330287,9941.0,832387.1515,827092.0139
FMH4046194,0.5577892247781163,4468.0,835784.4969999999,820652.442
FLH4007546,2.2269169570409266,9053.0,832146.007,826513.882
FLH4008520,2.986357881470554,10522.0,841029.696,818955.184
FLH4011185,0.8113661464434957,4240.0,837577.257,827417.4549999998
FLH4015080,1.922558778022058,8226.0,832242.5849999998,825760.973
FLH4013681,3.0908763090479194,10779.0,841124.664,818748.98
FTH4004017,0.5869209206999216,3611.0,837791.6779999998,827679.5999999999
FLH4011685,0.6718278398561631,2445.0,845789.706,827616.3959999998
FLH4011300,3.488457826549425,12873.0,842507.0452,817053.0438
FLH4010580,0.9327685459926468,6220.0,836239.797,821949.52
FTH4004002,0.6419714552610291,3835.0,837688.307,827826.366
FTH4004010,0.6148213027861262,3705.0,837786.88,827743.587
FGJ4005768,0.8466279628831685,5656.0,835542.3669999999,818946.55
FMH4056539,0.5375560246035328,2640.0,822789.783,824815.6709999999
FGJ4024529,0.44243113246201865,2935.0,834393.751,821996.297
FMH4046200,5.470658405218184,19184.0,845821.104,820357.6339999998
FMH4047428,0.6363747850457191,5199.0,836434.738,820630.665
FLH4009242,1.0239033088302978,5999.0,836470.0379999998,826041.582
FLH4018820,0.607460363387597,2485.0,845095.16,827002.3939999999
FMH1012632,0.631187849435845,3799.0,814849.0531,825946.3752
FLH1000742,0.707728603876901,4713.0,814994.579,828186.1559999998
FLH1000755,0.6053335044740122,4109.0,815327.3406,827031.3536
FLH1000761,0.918267623000469,5352.0,815338.0,827186.0
FTH1003164,1.0530763960565663,5688.0,816442.0,826439.0
FTH1002310,1.2483043789592978,4707.0,834919.0,834111.0
FMH1008611,1.9041233501454582,7915.0,822586.0139999999,833828.164
FTH1014041,1.1768632432310837,4450.0,835119.5324999999,833950.2813999999
FMH1012566,0.38795244463616696,2525.0,814201.6248,826007.0327
FMH1012016,1.1167409211768748,5955.0,815603.2313,828149.882
FMH1008770,0.7782716101467113,3266.0,821040.331,834491.257
FGJ1000044,0.825613806779073,2976.0,835310.0,835060.0
FMH1000534,0.8383026814256761,3000.0,835278.0,835075.0
FTH1002970,1.1447398166859637,4410.0,835104.7885999999,833951.9754999998
FTH1002184,1.150789867076932,4356.0,834530.0,834912.0
FTH1002186,1.0889033156851318,4144.0,834672.0,834987.0
FLH4020900,0.7601286435373056,4476.0,838308.206,826458.162
FLH4021220,5.535821399510695,19667.0,845798.349,821015.294
FLH4021340,0.6007448083197557,3820.0,838402.3839999998,828624.039
FMH4011154,0.440014470464078,3847.0,834938.9649999999,820225.753
FTH4006281,0.6756991545835831,2482.0,845749.971,827625.648
FTH4006285,0.7171562554959713,2442.0,845745.3989999999,827605.4969999999
Filled_fr_0,0.7295879883061718,5352.0,835828.3499999999,820029.0139999999
Filled_fr_1,0.7445047263965505,5370.0,835827.789,820049.386
FLH4004371,1.1571136246418334,5751.0,842643.297,832047.763
FTH4002500,1.161022897576804,5745.0,842710.792,832049.402
FGJ4024547,0.46062135589790165,3474.0,833246.1189999998,822155.4529999999
FGJ4006260,0.5660290098655384,4820.0,836134.049,820710.2249999999
FGJ4024543,0.45362443626002785,2947.0,834360.376,822095.181
FGJ4024539,0.44777747499155746,2936.0,834351.915,822085.681
FTH4004219,0.6424635842172894,2325.0,845842.13,827537.596
FTH4004223,0.632609080575017,2307.0,845838.013,827516.469
FTH4004225,0.6243025936021294,2285.0,845833.983,827494.5259999998
FLH4011524,0.6509651242228979,2387.0,845807.28,827591.86
FLH4011721,0.691738988192866,2496.0,845740.458,827623.9649999999
FLH4013782,1.1061556414522908,5993.0,836567.157,826926.148
FLH4013520,3.0555757528175578,11265.0,839908.211,819626.969
FGJ4005743,0.6109909388068026,4906.0,835455.8199999998,819721.837
FGJ4005746,0.6820214227438659,5107.0,835522.7959999999,819629.904
FTH4005686,5.312492635996952,18201.0,846683.532,819562.153
FMH4056520,0.5866880192945627,2810.0,822881.241,824942.939
FMH4057681,0.289998532971142,1147.0,824163.2959999999,825623.613
FLH4012200,1.0250983580642794,5600.0,836636.363,826654.4009999998
FLH4012460,0.7198328475356809,5319.0,836279.1729999998,821157.3789999998
FTH4004205,0.687112417125512,2420.0,845880.476,827633.179
FLH4011688,0.6927493706699959,2375.0,845834.12,827572.175
FTH4004481,0.7348966026118576,4420.0,838864.167,829226.3029999998
FTH4004485,0.7316974987285809,4408.0,838864.812,829216.37
FTH4004528,0.7059249729251657,4308.0,838729.297,829152.4329999998
FTH4004531,0.7306267118649948,4344.0,838772.478,829168.049
FTH4004538,0.6999641434032559,4288.0,838728.745,829134.126
FLH4018724,5.278684185202566,17970.0,846304.561,819574.447
FLH4015980,0.577934345981316,2361.0,826391.706,825590.855
FTH4003965,1.2031852679498152,6679.0,836774.147,825186.826
FSH4002060,0.6487939195961417,2533.0,826219.657,825611.897
FTH1000681,0.6296828416966451,3480.0,832431.0,838830.0
FTH1000986,0.6037093807396757,2780.0,832259.0,840408.0
FTH1000761,0.724561536921272,2955.0,831938.0,839182.0
SDH1000100,0.46596085174448665,2492.0,831972.657,839806.985
FTH1000678,0.7267428349934277,3900.0,832795.0,838552.0
FTH1000763,0.713271491076784,3797.0,832935.0,839481.0
FTH1003000,1.139990348104932,4390.0,835119.5873999998,833972.7319999998
FMH1007444,1.0223891986284692,3341.0,835077.463,834918.268
FLH1000202,1.1329067660641945,4370.0,835148.8209,834001.4196
FLH1000204,1.147705746403698,4399.0,835146.4669999998,833991.8199
FLH1000445,1.1401653687427675,4397.0,835112.5150999998,833963.7796999998
FMH1009486,0.4329338091719491,1407.0,821067.976,835357.2169999998
FMH1009503,0.14296880888941188,534.0,820608.0,836140.0
FMH1009506,0.08614636468147821,382.0,820834.5139999999,836119.8569999998
FMH1009513,0.7296054521552353,2613.0,818376.9699999999,833762.757
FMH1012884,0.0687158631744358,455.0,812674.0579999998,825313.307
FMH1012897,0.1047358196593768,429.0,812639.848,825257.273
FMH1009086,1.0501849636926217,3513.0,818982.2286,832666.5194
FMH1009617,0.3338481751322727,1124.0,820348.077,835691.615
Filled_fr_2,2.293618906832227,8265.0,837435.339,820282.885
Filled_fr_3,2.2925596874683656,8267.0,837442.049,820276.402
FMH4065220,2.945413027291232,9973.0,841260.8793999999,818971.2398
FTH4005682,5.292083403250158,18198.0,846689.6559999998,819554.875
FTH4005675,5.285319282351334,18212.0,846721.6999999998,819545.154
FGJ4005562,0.7013983001008638,5407.0,836032.508,821343.5649999998
FGJ4009080,0.8732927403973636,5737.0,835236.1389999999,818382.966
FGJ4024594,0.3799824945511588,3084.0,832996.1929999999,821993.159
FLH4025545,5.332951664997995,18143.0,846290.5019999999,819620.042
Filled_fr_4,2.7010815630646197,10737.0,838376.2996,822812.8721
FMH4058240,0.2711710971876091,1055.0,824094.4819999998,825492.853
FTH4005495,5.269595589849758,18022.0,846503.354,819542.082
FLH4021600,1.138158646900257,6254.0,836307.6857,826281.0618999999
FLH4013880,2.455821525267958,9209.0,836016.9379999998,817766.699
FMH4063300,0.5830700831147235,3710.0,835002.5947999998,821387.2051999999
FMH4063312,0.5567345410222353,3644.0,834939.028,821458.3769999999
FLH4017080,0.9979905803241678,6324.0,835687.637,818358.181
FLH4011720,0.6914734851310592,2495.0,845741.712,827624.011
FGJ4006083,0.4235580658189344,2669.0,833932.589,821973.883
Filled_fr_5,0.27869837767321604,2793.0,834384.9109,821073.0796
FLH4006220,5.664468555965949,19962.0,843744.6929999999,818526.082
FTH4002664,0.7636338252350524,4311.0,837322.326,827258.6409999998
FTH4002666,0.7501754780685784,4260.0,837358.392,827229.2389999998
FLH4014380,1.0191147997343577,5655.0,843144.375,832079.295
FTH4004441,2.4365695163355348,9729.0,827502.5509999999,825426.9279999998
FTH4004821,0.8248248640633854,4612.0,837056.442,827387.2219999998
FLH4016860,0.5844487999578011,4328.0,835192.167,820240.7689999999
FGJ4022500,2.3856903869350283,9557.0,827703.5697,825438.2406999998
FLH4009620,1.0430795907174444,5166.0,841662.1439999999,831831.473
FLH4009220,1.1468386821761365,6664.0,836004.773,825320.0189999999
FGJ4004500,1.1989527175038595,4044.0,829591.582,822881.9669999998
FLH4013441,3.0634828855598033,10956.0,841030.299,819268.099
FTH4004120,0.6800956271121007,2456.0,845780.434,827618.56
Filled_fr_6,0.502981616760654,4294.0,835572.235,820420.635
FGJ4006100,0.6211670193031315,4120.0,833809.184,822442.6409999998
FGJ4006103,2.2718259881100327,7676.0,827538.31,824671.348
FGJ4006120,3.4615359269338035,12359.0,839636.7469999999,820242.0949999999
FTH4006302,5.427218110811048,18795.0,844344.8789999998,818381.628
Filled_fr_7,2.350300726926898,8407.0,837122.5509999999,818728.0039999998
FLH4008241,0.769287687144283,4334.0,837301.9719999998,827251.351
FTH1000729,0.7217586458084602,3023.0,831673.0,839013.0
FLH1002420,0.2837012370472647,803.0,837339.133,834957.6113
FTH1001360,0.1974443671447172,618.0,837466.0,835025.0
FTH1001496,0.3974603834094386,1133.0,837198.0,835995.0
FTH1001498,0.3817265169062584,1096.0,837232.0,835977.0
FTH1001285,0.4040042837612789,1272.0,836723.1469,835458.2552999998
FTH1001398,0.3841874417271852,1082.0,837298.0,835977.0
FTH1001401,0.3911541675334171,1096.0,837316.0,835977.0
FTH1001408,0.43483421332691413,1152.0,837375.0,835977.0
FMH1004730,0.3357458893305332,1455.0,831133.0309999998,840398.311
FTH1001660,0.47369793556222584,1570.0,836515.5579999998,834792.5749999998
FMH1004627,0.22850837665276263,1069.0,830689.424,840773.424
FTH1001460,0.5864324189167142,1750.0,836343.0,835428.0
FLH1000281,0.6846910593121849,2295.0,836661.3891,836249.6454
FTH1001611,0.6433610668889017,2154.0,836676.4913,836121.0475
FTH1001368,0.2219375328353303,1478.0,838116.0,836200.0
FTH1001370,0.24060224134980823,1627.0,838180.7049999998,836056.398
FTH1001319,0.2821340134020969,817.0,837296.0,835740.0
FTH1001321,0.2488609828441474,755.0,837337.0,835744.0
FTH1001389,0.4555056808972481,1182.0,837362.0,836008.0
FMH1065283,1.0390796545945868,3357.0,835071.1883,834939.973
FTH1000954,0.37533213712656077,1589.0,831214.0,841097.0
FTH1000807,2.160101630820158,8412.0,834402.0,843228.0
FMH1000337,1.0797346143975823,3930.0,835265.462,834169.268
FTH4004512,0.731317157802729,4399.0,838776.679,829189.7709999998
FTH4004515,0.724546544209259,4377.0,838755.5479999998,829181.361
FTH4004524,0.7266467330026632,4363.0,838680.0459999999,829177.41
FLH4009241,1.0504309643653582,6160.0,836393.912,825938.5409999999
FMH4047235,2.423910980958537,9941.0,832330.096,827080.11
FMH4052260,2.499095295377046,9251.0,835882.4109999998,817598.534
FGJ4009040,2.53328045670489,9556.0,835888.481,817880.268
FTH4006700,0.7809760361966845,2187.0,846231.011,827306.0509999999
FGJ4010642,0.45086710550544035,2876.0,833757.844,822276.525
Filled_fr_8,5.375348554204795,18384.0,846614.076,819269.611
Filled_fr_9,0.5474390889217149,3876.0,835047.515,821290.098
Filled_fr_10,0.5423035716393155,3861.0,835053.7809999998,821274.746
FLH4029606,0.49822067101611295,3492.0,834786.7809999998,821496.925
FTH4005496,5.267924139536512,18027.0,846535.03,819554.5139999999
FMH4016828,0.5315887988150427,3594.0,834883.4329,821419.4702
Filled_fr_11,2.2237960579899383,7569.0,827648.677,824670.1629999998
FLH4011528,0.6651169405387924,2422.0,845809.515,827621.14
FLH4011507,0.6756796284651404,2449.0,845787.395,827612.658
FTH4004128,0.6836646192500088,2456.0,845786.486,827608.4259999999
FLH4029760,0.6554708182598612,2400.0,845808.273,827601.414
FLH4028561,0.6453302970407624,2359.0,845756.755,827538.412
FTH4004160,0.6922247132176681,2406.0,845773.743,827588.836
FGJ4002601,1.1602905205321465,5744.0,842711.3,832048.966
FLH4004432,1.1272002248686461,5626.0,842770.11,832136.811
FLH4010440,3.2624781591825553,12484.0,839093.501,820423.1609999998
FTH4006021,3.3883087793783764,13415.0,838969.895,821064.5189999999
FTH4005929,1.1225738896640796,5547.0,842812.471,832200.8064999998
FLH4016460,0.39149701845714835,3391.0,834639.8249999998,820811.248
FTH4005945,1.140921249220404,5556.0,842810.9987999998,832232.279
FTH4005948,1.1578799392430077,5606.0,842849.599,832244.1629999998
FTH4005952,1.155958294464869,5607.0,842834.3789,832246.7606
FLH4018782,0.5795500255891113,2756.0,844976.534,827363.191
FLH4015881,1.8710956327516117,7213.0,830886.963,824764.527
FTH4006060,4.680497786262492,16221.0,846317.761,818480.376
FGJ4024589,0.4424950528367969,2883.0,833840.3989999999,822290.859
FTH4004266,0.7261209934290616,2480.0,845734.133,827599.545
FLH4011684,0.6741282954646463,2450.0,845780.062,827622.8669999999
FLH4014201,2.409756127614965,9089.0,835997.495,817591.621
FMH4053080,2.3998312298315563,9092.0,835999.339,817617.047
FLH4013045,0.8379229507373996,4285.0,837648.6019999998,827471.8399999999
FTH1002348,1.2803886372523794,4871.0,834779.9009999998,834182.5039999998
FTH1002355,1.2650641957260447,4817.0,834811.0,834156.0
FTH1000836,1.9616998779686532,8929.0,834719.0,842809.0
FTH1001780,0.8884757267748131,4386.0,833096.468,840206.625
FTH1000734,0.6949362305181925,3684.0,832395.0,838665.0
FTH1000735,0.6790184583991141,3632.0,832419.0,838711.0
FTH1000739,0.7123859215709707,3761.0,832331.0,838766.0
FTH1001292,0.2773488189894451,1001.0,836917.0,835422.0
FTH1002337,1.2352836831108958,4727.0,834892.0,834139.0
FTH1002905,1.1851823253014881,4533.0,834981.9188,834035.9385
FTH1000878,0.6076068678310546,2627.0,831856.0,839894.0
FMH1003605,1.0087541619971752,5333.0,833824.586,840706.91
FMH1003611,1.0303916744958657,5438.0,833867.1239999998,840808.008
FTH1000891,0.3587489875660637,1858.0,831649.0,840088.0
FTH1001362,0.2404606312162702,726.0,837492.0,834959.0
FMH1005239,0.31313747480452697,816.0,837459.3758,834813.6759
FTH1001562,0.8697064214344856,3147.0,835470.0,835488.0
FTH1001181,0.21158601113693062,1011.0,830735.0,840750.0
FTH1001585,1.2418347716954634,5384.0,836571.0,832987.0
FLH1001540,0.681633111045575,2295.0,836646.8367,836247.6726
FTH1001383,0.4002982579712175,1078.0,837288.0,836018.0
FTH4009520,0.7131810798008583,2240.0,846168.5747,827400.1877
FLH4013281,2.7256134842427238,10977.0,836282.0699999998,819540.549
FLH4013320,2.1545026004193106,8061.0,831660.984,825549.0999999999
FLH4013641,2.49916586509847,9271.0,835869.238,817632.686
FLH4012800,0.7288772704808792,4373.0,838673.4129999998,829184.731
FMH4051720,1.6977878878290131,5892.0,830747.169,823915.3179999999
FLH4012920,2.3741275678204916,8500.0,836874.037,818721.697
FTH4005738,5.262804861535453,18111.0,846645.42,819495.577
FMH4056400,0.5952840409502451,2896.0,822891.365,825044.865
FTH4005507,5.243257343457418,17986.0,846526.4819999998,819497.331
FTH4005506,5.244319355704644,17990.0,846527.1609999998,819503.238
FLH4018962,5.330855784259432,18107.0,846305.072,819680.6829999998
FTH4005128,0.5049138578554908,2487.0,822799.843,824734.0409999999
FMH4050823,1.9092097377444808,6827.0,837073.993,819112.6389999999
FLH4013101,0.5344341900685418,3692.0,839417.3199999998,828022.9649999999
FLH4013600,1.004550499332099,1962.0,840098.14,830513.804
FLH4021071,5.281387639089049,18008.0,846401.9279999998,819628.8079999998
FLH4018920,0.8104321593796466,5906.0,836681.485,821349.165
FLH4011201,3.605387019202317,14432.0,839095.922,822167.356
FTH4006482,5.85321397766203,20981.0,845117.393,821185.827
FLH4010960,0.7174827702083465,4843.0,840459.408,827150.5679999999
FLH4011622,0.6806161501142612,2443.0,845796.118,827602.9129999998
FTH4004289,0.6922247132176681,2406.0,845772.4329999998,827585.8449999999
FLH4011161,0.6577924979561817,2376.0,845763.816,827557.702
FTH4004297,0.644861590982097,2355.0,845769.8149999998,827542.935
Filled_fr_12,2.426721501163495,9129.0,837253.3739999998,821257.278
Filled_fr_13,0.3276547235890978,2938.0,834421.348,821059.419
Filled_fr_14,0.9036271939141335,5805.0,835642.583,818900.969
FLH4029081,1.1357188939969283,5968.0,836531.155,826868.865
FLH4029068,1.126753529551691,5959.0,836517.589,826848.194
FTH4005994,1.0984070501738878,5510.0,842793.6141,832240.378
FLH4018960,5.261395964663937,17872.0,846348.4,819369.984
FLH4015300,3.04027368666148,10958.0,840588.724,819486.554
FLH4018803,0.5108087494302626,2400.0,845222.37,827084.498
FTH4004507,0.7387712545029667,4421.0,838801.7169999998,829194.0969999998
FTH4004732,0.7483264186875714,4149.0,837523.0359999998,827373.539
FLH4014300,0.8795836252735024,6663.0,836582.185,822286.463
FLH4012061,0.7656314523141442,5031.0,837234.588,826160.056
FLH4013580,0.7827811274837195,5280.0,836378.018,820984.4599999998
FTH4004497,0.7275955222663064,4370.0,838685.253,829182.782
FLH4012484,0.7512988212018719,4441.0,838729.5209999998,829229.909
FLH4011702,0.873519349745857,4354.0,837669.3839999998,827518.088
FTH4007900,0.23055459735735057,1196.0,823907.37,825171.39
FGJ4024585,0.5709926020972844,3834.0,834564.476,821854.552
FLH4009700,3.7685346504110417,15160.0,840931.99,821374.4869999998
FMH1006217,1.3652283417488646,5647.0,834853.2277,832325.341
FLH1005645,1.9835995384485734,7830.0,833889.2659999998,843405.718
FTH1000756,0.7876721805684321,3143.0,832147.6646999998,839130.8323
FMH1003265,0.522966102818722,3006.0,832470.346,839413.243
FTH1001186,0.1291274178407546,656.0,830685.0,840730.0
FTH1002294,1.2325568003934142,4554.0,834282.18,834805.0379999998
FMH1004261,0.9622087760869932,4407.0,832975.0,838355.4
FTH1000994,0.7115489778184471,2495.0,830904.0,839967.0
FTH1000996,0.40669374467695873,2167.0,831681.0,839654.0
FMH1004110,0.6484560559600505,2934.0,832201.9919999999,840124.1239999998
FMH1004790,0.3553559391790304,1467.0,831229.463,840508.731
FMH1003423,0.8321491250192602,4382.0,833035.707,838330.2929999998
FMH1003985,0.35767797711408983,1472.0,831231.606,840921.081
FTH1000961,0.23093982142575029,956.0,830663.0,841275.0
FTH1000980,0.695780130401638,3080.0,832526.0,840307.0
FTH1001035,0.8006995336743482,4385.0,832400.0,838150.0
FTH1001037,0.764022592374427,4190.0,832433.0,838338.0
FLH4018771,0.5714384152321677,2694.0,845022.2759999998,827321.272
FLH4018793,0.5993494206407023,2478.0,845109.753,827007.108
FTH4005304,0.5206427652548039,2307.0,845249.557,827030.4379999998
FTH4003940,1.1757053747863417,6590.0,836859.13,825378.398
FLH4010861,0.5930614394311042,3636.0,837777.062,827704.5359999998
FLH4011501,0.6406040449088286,2338.0,845776.834,827516.4209999999
FLH4010002,1.705711281396998,6800.0,829838.086,825378.5919999998
FLH4010342,3.500886775258928,13136.0,842224.886,817832.621
FMH4059800,0.4771366024672787,4237.0,835572.2659999998,820532.596
FGJ4006420,5.145505771533306,17406.0,845634.351,819807.672
FLH4012121,0.680881653176068,2443.0,845797.679,827605.483
FLH4012662,0.6733628591359133,4212.0,838768.4869999998,829074.393
FGJ4009580,3.163237173629968,12228.0,839312.6729999998,820322.679
FMH4068024,2.5195571573405555,9440.0,835895.0975999999,817477.3695
FLH4028040,0.6498084810090069,2352.0,845785.126,827552.042
FLH4011100,0.7630790836827176,4202.0,837513.4449999998,827422.262
FTH4005860,1.1673486953761643,5998.0,836566.4549999998,826880.057
FLH4029062,1.1528458896940834,5985.0,836556.0,826872.485
FTH4005963,1.1634728514867754,5611.0,842870.0483999999,832260.1104999998
FLH4023000,3.239092120991877,11929.0,840177.903,820386.631
FGJ4007620,3.0411113124651794,10695.0,841174.562,819314.893
Filled_fr_15,2.3402992213241145,8299.0,837490.442,820519.716
Filled_fr_16,2.3092531762298094,8240.0,837518.753,820580.799
FGJ4007843,4.567032054267611,15334.0,846205.246,817057.5
FMH4052862,2.5555936891960953,9933.0,837693.424,822007.5749999998
FLH4014063,2.222079778284063,8010.0,837735.0899999999,820435.767
FTH4007902,0.60030083727816,2766.0,823161.87,824737.0999999999
FLH4014181,2.5025198712006853,9427.0,835582.6119999998,817310.1829999998
FLH1004360,0.8021086303466063,3850.0,818273.7639999999,835522.322
FLH1003042,0.5413455791453629,1860.0,830686.751,840267.212
FLH1006048,2.3349992921840435,8913.0,834573.8149999998,843537.14
FLH1006054,2.3070177303051667,8869.0,834535.983,843549.4869999998
FLH1005912,2.4553825797271798,9372.0,834831.784,843910.378
FLH1005170,1.899354636808091,6834.0,833457.4669999998,844792.765
FTH1007660,2.080431990076135,9368.0,835052.0579999998,842998.561
FTH1007663,1.9984256316623967,9029.0,834720.464,842926.81
FLH1006081,2.3673021261660914,8604.0,834401.0949999999,843425.408
FTH1006416,0.8103429261853077,3119.0,829501.1949999998,840568.658
FTH1005841,0.6146958294172752,2158.0,830342.61,840428.1679999998
FTH1005821,0.6067668972442887,2145.0,830356.542,840424.718
FTH1005800,0.6308771148708712,2177.0,830340.942,840440.885
FTH1005684,0.6148002256315974,1931.0,830624.186,840290.941
FMH1024524,0.6077657835038168,2608.0,821698.9109999998,834748.0479999998
FTH1006210,0.6353078441284804,2346.0,830263.319,840460.834
FTH1006206,0.6551504776639332,2365.0,830250.936,840479.659
FTH1006223,0.6405261053504591,2351.0,830259.027,840457.164
FLH1003780,0.4753714319345173,2415.0,819239.613,833748.2659999998
FTH1000889,0.45286795974382554,1941.0,831724.4109999998,840070.1169999999
FMH1004125,0.9250477345330621,4916.0,833350.6509999998,840414.241
FTH1000715,0.8362708485064783,3143.0,832056.0,839205.0
FTH1000682,0.6132545363006098,3417.0,832422.0,838886.0
FTH1000687,0.682424608989973,3728.0,832644.0,838716.0
FTH1000697,0.7791525865551322,4105.0,833123.0,839180.0
FMH1005694,0.2408316810186624,1430.0,837966.248,836330.0529999998
SDH1000163,0.8369463203380855,4345.0,833147.0,838389.0
FMH1005764,0.6698657748726864,1973.0,836278.7914,835422.6879999998
FTH1001546,0.910638232478277,3168.0,835407.0,835466.0
FTH1001549,0.8969781582105498,3161.0,835420.0,835471.0
FTH1001553,0.8754604306857275,3142.0,835437.0,835477.0
FTH1000469,1.2268242362096409,4603.0,834173.0,834386.0
FLH1002241,1.2422331875872263,4645.0,834146.817,834404.692
FTH1000377,1.0934520623513277,4138.0,834592.0,834358.0
FMH1001033,1.1358131417762374,3942.0,835137.3029999998,834498.924
FLH4027480,1.0682353323639453,5754.0,836378.354,826761.8569999998
FMH4016813,0.5590750286313783,3625.0,834829.3976,821545.6213999998
FLH4014260,3.0772457013919117,10827.0,841285.2879999998,819222.05
FTH4005672,5.277604104934941,18212.0,846722.655,819521.309
FMH4061381,2.2741404410671326,8208.0,836938.4078,818623.5067999999
FTH4005720,5.280930373506986,18179.0,846722.66,819429.251
FLH4009900,0.2183521956653566,1073.0,824107.18,825263.11
FLH4009780,1.1480025699750236,6610.0,836707.045,825230.104
FLH4009783,1.1953599966777877,6650.0,836724.9919999999,825191.331
FLH4009786,1.207270494512538,6663.0,836737.322,825183.4429999999
FLH4009481,3.077476269304603,10832.0,841280.594,819227.743
FTH4005486,5.241769762187869,17976.0,846510.0749999998,819509.393
FTH4005643,5.248379269051591,18023.0,846562.201,819498.2419999999
FLH4018423,1.953130153195663,7004.0,837880.067,819836.6899999998
FTH4005381,0.5325216228087885,2382.0,845180.9529999999,827060.755
FMH4071000,0.49875419794148784,3954.0,835007.599,820563.9449999998
FLH4021323,2.4661057440151692,9354.0,836108.908,817905.65
FMH4066981,0.38950622638011617,3643.0,834934.873,820395.248
FTH4006191,0.7201934273075379,4992.0,840618.2504,826958.3871
FTH4006196,0.7115424096595993,4969.0,840593.638,826968.838
FTH4006198,0.7110812139459561,4967.0,840590.5383999998,826969.1522999998
Filled_fr_18,1.8958071127917415,6711.0,837264.787,819186.02
FLH4019860,2.5632687409094466,9573.0,835495.706,817336.659
FLH4019400,0.4748793345852882,3516.0,834500.329,821651.6389999999
FLH4019420,1.0978214771617576,6168.0,836379.0063999998,826207.0886999998
Filled_fr_19,0.8385614728500803,5654.0,835607.2369999998,819126.267
FMH4066624,0.18682849016861744,907.0,824117.5686,825426.0061
Filled_fr_20,1.8932327761330332,6708.0,837269.223,819183.4969999999
FLH4017020,0.380617535773653,3826.0,834818.9259999999,820156.395
FMH4061904,3.0616629190481994,11485.0,839767.8682999999,819603.8142999999
FGJ4010182,0.4899346828146926,3576.0,834632.507,821709.716
FGJ4010700,0.38818379373084494,2959.0,833333.708,821809.787
FTH4005622,5.257563629183935,17920.0,846300.6949999998,819531.101
FGJ4009220,0.45397053740833293,2946.0,834276.8619999998,822093.654
FMH4067627,0.6654088504297666,4760.0,835680.5239999999,820113.995
FTH1006501,0.7908076540282734,3046.0,829580.7739999999,840519.471
FTH1006540,0.8051030168652455,3066.0,829577.2859999998,840497.697
FTH1005610,0.5745744881222469,1900.0,830691.5649999998,840300.8469999998
FTH1006088,0.6610456254384439,2381.0,830285.735,840463.724
FTH1006081,0.6559248105431416,2377.0,830290.89,840467.76
FTH1007083,1.7086591187447018,8333.0,836197.6729999998,842326.0019999999
FLH1006085,2.3554210002943945,8595.0,834399.904,843392.4699999999
FLH1006088,2.2977648220649614,8530.0,834391.0579999998,843339.01
FLH1006098,2.3554987059753922,8601.0,834403.033,843410.7199999999
FLH1005503,2.019989329044576,7289.0,833522.2099999998,844411.434
FTH1007128,1.2570023922204696,4993.0,835094.5919999998,833114.908
FTH1006866,0.7926362386712794,3911.0,832458.726,839774.206
FTH1007040,1.924435718719316,9112.0,837057.321,842556.936
FTH1007041,1.9573756408102956,9233.0,837163.8029999998,842621.0089999998
