FEAT_NUM,Unnamed: 0,OID_,FR_PNT,TO_PNT,WIDTH,HEIGHT,SHAPE_DESC,US_IL,DS_IL,GEOMETRY_L,us_x,us_y,ds_x,ds_y,Assigned_Outfall,stay
FWD7011159,42291,42291,FMH7009316,FMH7009305,750,0,Circular,1.71,1.69,7,836868.883,815470.4109999998,836866.924,815476.623,SCISTW,True
FWD7011177,42292,42292,FMH7009336,FMH7009316,750,0,Circular,2.21,1.71,39,836858.1189999998,815432.4109999998,836868.893,815469.632,SCISTW,True
FWD7011206,42293,42293,FMH7009364,FMH7009365,150,0,Circular,4.199963892748311,4.15,15,836863.2199999999,815333.2269999998,836858.0409999999,815318.66,SCISTW,True
FWD7014975,42294,42294,FMH7012482,FMH7053795,300,0,Circular,158.43,158.25,2,838077.51,814512.6879999998,838075.944,814512.069,SCISTW,True
FWD7016067,42295,42295,FGJ7035640,FGJ7001932,150,0,Circular,5.0,3.233395919236262,3,837795.0,815537.4279999998,837795.0,815540.3299999998,SCISTW,True
FWD7001630,42296,42296,FMH7001434,FMH7004922,150,0,Circular,30.57,30.52,1,833641.5359999998,816108.476,833642.113,816108.978,SCISTW,True
FWD7001883,42297,42297,FMH7001462,FMH7004936,400,0,Circular,20.58,20.55,2,833486.684,816167.2879999998,833484.983,816168.841,SCISTW,True
FWD7008120,42298,42298,FMH7007020,FMH7007021,150,0,Circular,230.87670350915388,227.09608114252643,8,835503.9669999998,814728.182,835506.5969999998,814736.096,SCISTW,True
FWD7008123,42299,42299,FMH7007025,FMH7007026,200,0,Circular,208.98,205.65,8,835460.2861,814857.2783,835462.6739,814865.4142,SCISTW,True
FWD7031550,42300,42300,FGJ7035876,FGJ7004275,150,0,Circular,10.6999998,10.622976693163615,2,837068.135,814479.594,837068.8689999998,814477.393,SCISTW,True
FWD7031827,42301,42301,FMH7028271,FMH7028110,500,0,Circular,6.36,6.64,8,837125.743,814516.5359999998,837118.261,814518.0159999998,SCISTW,True
FWD7031690,42302,42302,FMH7028742,FMH7028741,150,0,Circular,7.95,7.74,3,837137.6439999999,814522.2369999998,837135.3469999998,814523.789,SCISTW,True
FWD7033273,42303,42303,FMH7029637,FMH7029642,225,0,Circular,27.3999996,20.96,37,833841.16,815990.677,833866.76,816017.9329999998,SCISTW,True
FWD7033284,42304,42304,FMH7029653,FMH7029934,600,0,Circular,28.8,27.37,5,833897.9399999998,815933.365,833897.061,815938.632,SCISTW,True
FWD7033303,42305,42305,FMH7029677,FMH7029674,500,0,Circular,22.137,22.032,5,833981.185,815957.515,833982.8739999998,815952.919,SCISTW,True
FWD7031206,42306,42306,FMH7027786,FMH7047721,225,0,Circular,74.90999999999998,70.66,6,831533.5729999999,815645.0,831527.444,815644.98,SCISTW,True
FWD7031839,42307,42307,FGJ7004292,FMH7028200,300,0,Circular,13.064560635456512,12.4,34,837140.5779999999,814413.849,837172.7099999998,814425.892,SCISTW,True
FWD7031616,42309,42309,FMH7028115,FMH7028049,300,0,Circular,5.6,5.59,3,837066.9719999998,814570.7199999999,837064.295,814572.7689999999,SCISTW,True
FWD7031504,42310,42310,FMH7028039,FMH7028038,150,0,Circular,6.34,6.317142857142857,8,837068.767,814539.023,837066.0509999999,814546.4529999999,SCISTW,True
FWD7031376,42311,42311,FMH7027891,FMH7027924,525,0,Circular,5.06,4.89,47,837077.8349999998,814763.365,837058.378,814806.337,SCISTW,True
FWD7031333,42312,42312,FGJ7035862,FMH7027893,100,0,Circular,11.6999998,7.34,3,837088.797,814754.9329999998,837086.387,814754.143,SCISTW,True
FWD7052709,42313,42313,FMH7046448,FMH7046449,300,0,Circular,3.303,3.26,9,834749.083,815813.486,834751.667,815821.866,SCISTW,True
FWD7052721,42314,42314,FMH7046460,FMH7042680,150,0,Circular,441.8993908934827,441.6033959192363,11,834290.2519999999,814406.23,834279.307,814403.1339999998,SCISTW,True
FWD7052780,42315,42315,FMH7046480,FMH7031669,225,0,Circular,98.13,95.95,14,832612.756,815942.5579999998,832598.354,815942.023,SCISTW,True
FWD7052802,42316,42316,FMH7046501,FMH7044262,150,0,Circular,455.75,455.18,4,833906.2319999998,814354.719,833903.351,814351.361,SCISTW,True
FWD7053422,42317,42317,FMH7047000,FMH7047001,225,0,Circular,2.9447171434026695,2.919009566892269,1,833702.4488999998,816446.1907,833703.1269999999,816446.0328,SCISTW,True
FWD7054441,42318,42318,FMH7047786,FMH7047785,150,0,Circular,5.5999999,3.417085692739315,7,837817.856,816285.064,837817.714,816291.6409999998,SCISTW,True
FWD7054443,42319,42319,FMH7047784,FMH7047783,150,0,Circular,2.4380326521923097,2.435175509335167,1,837817.5899999999,816298.914,837817.576,816299.914,SCISTW,True
FWD7032400,42320,42320,FMH7028847,FMH7028892,450,0,Circular,54.79,53.01,49,832574.983,812504.706,832587.9769999998,812457.209,SCISTW,True
FWD7032444,42321,42321,FMH7028893,FMH7028926,450,0,Circular,50.07,47.63,38,832597.871,812407.508,832612.533,812372.213,SCISTW,True
FWD7027309,42322,42322,FMH7024722,FMH7024721,225,0,Circular,54.56,54.98,12,832560.436,812674.951,832548.995,812678.2709999998,SCISTW,True
FWD7027317,42323,42323,FMH7024727,FGJ7037663,250,0,Circular,86.97,86.43,11,832612.0729999999,812745.403,832600.834,812744.8168999999,SCISTW,True
FWD7027321,42324,42324,FMH7024730,FMH7024723,225,0,Circular,66.41,61.89,22,832586.0459999999,812677.528,832564.128,812678.633,SCISTW,True
FWD7027327,42325,42325,FMH7024719,FMH7024718,225,0,Circular,52.35,51.72,46,832517.9939999998,812660.966,832485.973,812627.343,SCISTW,True
FWD7032679,42326,42326,FLH7026846,FMH7029119,150,0,Circular,7.5,5.33,2,833325.6504,812337.2639999999,833325.719,812335.365,SCISTW,True
FWD7032739,42327,42327,FMH7029167,FMH7029285,525,0,Circular,4.13,3.89,22,833406.8349999998,812303.1899999998,833392.991,812285.658,SCISTW,True
FWD7033865,42328,42328,FGJ7004660,FMH7046960,225,0,Circular,23.990929820557973,23.523720882231903,5,833782.7489999998,816102.251,833786.186,816105.694,SCISTW,True
FWD7029542,42329,42329,FTH7000693,FMH7026442,225,0,Circular,6.0,4.033395919236262,6,843830.6069999998,813869.8499999999,843832.851,813864.365,SCISTW,True
FWD7029556,42330,42330,FMH7026453,FMH7026452,750,0,Circular,2.25,2.23,32,843650.6929999999,813930.365,843630.309,813954.632,SCISTW,True
FWD7029563,42331,42331,FTH7000692,FMH7026461,225,0,Circular,6.3000002,3.5,10,843792.885,813811.023,843782.908,813813.018,SCISTW,True
FWD7033645,42332,42332,FGJ7036159,FGJ7004693,150,0,Circular,6.5,4.6455057521023955,9,834100.311,816038.371,834100.99,816046.878,SCISTW,True
FWD7033650,42333,42333,FMH7029971,FMH7029970,150,0,Circular,3.62,3.26,6,834116.8789999998,816050.365,834115.1219999999,816055.632,SCISTW,True
FWD7054500,42334,42334,FMH7047880,FMH7040430,150,0,Circular,120.00000155000001,117.83905788846234,1,831612.6979999999,815487.763,831612.175,815488.685,SCISTW,True
FWD7055560,42335,42335,FMH7005240,FMH7005259,400,0,Circular,1.14,2.39,14,831101.4279999998,816024.3639999998,831103.9259999999,816010.4209999999,SCISTW,True
FWD7055564,42336,42336,FMH7048682,FMH7031202,225,0,Circular,25.22,22.56,17,834089.537,815723.827,834103.633,815733.745,SCISTW,True
FWD7055575,42339,42339,FGJ7036253,FMH7048690,150,0,Circular,4.0,3.42,4,834103.261,816120.883,834100.944,816123.756,SCISTW,True
FWD7031569,42340,42340,FMH7028092,FMH7028091,150,0,Circular,8.96,8.94,3,837110.751,814493.441,837113.667,814494.4229999998,SCISTW,True
FWD7031556,42341,42341,FMH7028083,FMH7028082,150,0,Circular,10.98,10.45,14,837048.3719999999,814470.182,837061.6219999999,814474.865,SCISTW,True
FWD7023029,42342,42342,FMH7020068,FMH7020067,300,0,Circular,64.38,62.96,12,831092.02,814651.515,831096.248,814663.159,SCISTW,True
FWD7031036,42343,42343,FMH7027636,FMH7027638,250,0,Circular,59.9,52.56,2,832006.535,816086.863,832007.74,816088.1759999999,SCISTW,True
FWD7032025,42344,42344,FMH7028371,FMH7050150,400,0,Circular,2.121,2.091,6,834522.9699999999,815741.204,834518.121,815738.527,SCISTW,True
FWD7032050,42345,42345,FMH7028479,FMH7028466,450,0,Circular,7.71,7.58,19,834616.807,815610.238,834627.265,815625.665,SCISTW,True
FWD7032055,42347,42347,FMH7028471,FMH7028473,225,0,Circular,4.45,3.94,26,834840.708,815689.3349999998,834857.4399999998,815709.556,SCISTW,True
FWD7032060,42348,42348,FMH7028474,FMH7028475,700,0,Circular,4.93,4.9,11,834744.86,815625.6239999998,834754.957,815621.777,SCISTW,True
FWD7032064,42349,42349,FLH7003723,FMH7028464,450,0,Circular,7.87,7.86,8,834606.388,815612.778,834613.7709999998,815611.388,SCISTW,True
FWD7032069,42350,42350,FMH7028483,FMH7028369,300,0,Circular,2.59,2.53,5,834560.505,815726.0509999999,834560.963,815730.632,SCISTW,True
FWD7023224,42351,42351,FMH7053762,FMH7020201,150,0,Circular,98.4000015,100.27339591923625,2,831281.1139999998,814585.1883,831280.2818999998,814587.2129,SCISTW,True
FWD7023252,42352,42352,FMH7020219,FMH7020220,300,0,Circular,129.79,128.35,23,831418.3179999999,814511.135,831407.4932999999,814490.5063,SCISTW,True
FWD7023255,42353,42353,FMH7020222,FMH7020223,300,0,Circular,117.41,112.89,30,831346.616,814426.094,831325.859,814404.13,SCISTW,True
FWD7031792,42355,42355,FMH7028260,FMH7028261,225,0,Circular,13.053315977293224,12.680434942588048,6,837176.6219999999,814581.946,837170.4699999999,814581.0899999999,SCISTW,True
FWD7027042,42357,42357,FMH7024497,FMH7024492,300,0,Circular,3.2,2.95,29,831560.495,813613.9549999998,831542.2369999998,813591.848,SCISTW,True
FWD7031071,42358,42358,FMH7027672,FMH7027673,300,0,Circular,39.48,38.85,5,832029.317,816126.522,832031.224,816130.751,SCISTW,True
FWD7031075,42359,42359,FMH7027677,FMH7027678,225,0,Circular,33.58,32.28,10,832028.039,816160.4259999999,832028.961,816170.574,SCISTW,True
FWD7023078,42360,42360,FMH7020110,FMH7020118,225,0,Circular,76.62999999999998,74.58,15,831105.3889999999,814508.7219999998,831093.246,814499.408,SCISTW,True
FWD7023081,42361,42361,FMH7020112,FMH7020111,600,0,Circular,3.64,3.3,57,830865.4159999999,814421.13,830838.4529999999,814470.881,SCISTW,True
FWD7023092,42362,42362,FMH7020122,FMH7020121,300,0,Circular,64.84,64.35,10,831083.7519999999,814439.795,831075.946,814446.0239999999,SCISTW,True
FWD7023095,42363,42363,FMH7020125,FMH7020116,150,0,Circular,67.47,67.1,3,831102.6339999998,814460.083,831099.86,814458.694,SCISTW,True
FWD7032488,42364,42364,FMH7028935,FMH7028971,450,0,Circular,42.4,40.4,33,832656.202,812317.471,832682.5779999999,812297.529,SCISTW,True
FWD7054485,42365,42365,FSH7001742,FSH7001743,800,0,Circular,-1.45,-1.46,1,839668.463,816995.887,839667.5679999999,816997.042,SCISTW,True
FWD7052400,42366,42366,FGJ7035943,FMH7012702,150,0,Circular,87.6999969,86.8864395469792,6,837521.6709999999,813889.797,837521.885,813895.643,SCISTW,True
FWD7052403,42367,42367,FMH7046182,FMH7012703,150,0,Circular,87.17457963971363,87.03377110329357,2,837542.9059999998,813893.42,837542.936,813895.6459999998,SCISTW,True
FWD7053164,42368,42368,FMH7046805,FMH7012646,150,0,Circular,57.9000015,49.21339591923626,2,837513.238,814143.409,837511.525,814142.1779999998,SCISTW,True
FWD7052482,42369,42369,FMH7046263,FMH7017842,225,0,Circular,11.44,11.162377143465383,7,839143.1544999998,816889.2448,839138.2171,816894.3366,SCISTW,True
FWD7052500,42370,42370,FMH7046280,FMH7046281,150,0,Circular,2.9851755093351664,2.9651755093351664,7,838572.67,816988.459,838566.312,816987.0189999999,SCISTW,True
FWD7052632,42371,42371,FMH7046389,FGJ7008080,150,0,Circular,15.29,14.393395919236262,2,833327.211,816270.706,833326.4129999998,816272.184,SCISTW,True
FWD7033397,42372,42372,FMH7029788,FMH7029896,225,0,Circular,15.33,15.22,12,833780.354,816186.882,833791.6219999999,816183.126,SCISTW,True
FWD7033403,42373,42373,FMH7029794,FMH7029795,150,0,Circular,15.806604080763739,15.43,18,833813.267,816189.6659999999,833824.733,816175.334,SCISTW,True
FWD7033407,42374,42374,FMH7029800,FMH7029801,150,0,Circular,11.83,11.17,6,833840.763,816181.356,833837.2369999998,816186.6439999999,SCISTW,True
FWD7033421,42375,42375,FMH7029815,FMH7029816,225,0,Circular,6.866644314558478,6.7,5,833974.267,816104.334,833977.577,816107.789,SCISTW,True
FWD7033439,42376,42376,FMH7029843,FMH7030034,400,0,Circular,6.08,6.04,16,833926.017,816144.429,833913.871,816154.0779999999,SCISTW,True
FWD7033463,42377,42377,FMH7029884,FMH7029882,150,0,Circular,6.74,6.69,7,833934.6289999998,816153.212,833928.289,816156.7029999999,SCISTW,True
FWD7033488,42378,42378,FMH7029913,FMH7029912,225,0,Circular,6.84,6.79,3,833886.354,816169.164,833888.289,816171.7589999998,SCISTW,True
FWD7035438,42379,42379,FMH7031349,FMH7031350,150,0,Circular,57.28,56.84,15,833814.3129999998,815802.831,833825.672,815793.2739999999,SCISTW,True
FWD7008601,42380,42380,FMH7007450,FMH7007451,375,0,Circular,2.94,2.64,22,835935.576,815753.9449999998,835913.2519999999,815751.441,SCISTW,True
FWD7008604,42381,42381,FMH7007451,FMH7007453,375,0,Circular,2.64,2.54,17,835912.441,815751.36,835895.495,815749.8419999998,SCISTW,True
FWD7000698,42382,42382,FMH7000581,FMH7000591,300,0,Circular,0.439,0.283,40,833464.278,816588.3499999999,833503.5969,816578.9621,SCISTW,True
FWD7000719,42383,42383,FMH7000604,FMH7004341,250,0,Circular,2.025,1.923,8,833449.0359999998,816519.694,833446.724,816511.659,SCISTW,True
FWD7000723,42384,42384,FMH7000607,FMH7000608,250,0,Circular,1.982,1.88,7,833445.3519999998,816501.755,833448.709,816507.6979999999,SCISTW,True
FWD7000744,42385,42385,FMH7000613,FMH7046004,225,0,Circular,2.12,1.953,14,833378.816,816529.632,833373.566,816516.782,SCISTW,True
FWD7000513,42386,42386,FGJ7034730,FMH7053921,150,0,Circular,3.0,2.83,0,833357.7149999999,816502.285,833357.9093,816502.6775,SCISTW,True
FWD7001699,42388,42388,FMH7001521,FMH7001522,225,0,Circular,51.92,51.83,7,833534.0465,816030.1912,833534.954,816037.632,SCISTW,True
FWD7007743,42389,42389,FMH7006704,FMH7006705,300,0,Circular,116.93,115.81356571519808,7,837069.4279999998,813989.0,837076.7219999998,813989.018,SCISTW,True
FWD7007748,42390,42390,FMH7006711,FMH7006704,300,0,Circular,119.35,116.93,33,837071.962,813955.4259999999,837069.167,813988.64,SCISTW,True
FWD7007751,42391,42391,FMH7006714,FMH7006713,300,0,Circular,121.05,120.34,11,837078.1119999998,813912.412,837080.888,813922.588,SCISTW,True
FWD7006753,42392,42392,FMH7005281,FMH7005280,225,0,Circular,4.59,4.4,15,831090.4,815916.332,831087.8839999998,815931.197,SCISTW,True
FWD7006824,42393,42393,FMH7005313,FGJ7000921,225,0,Circular,4.46,4.17,21,831042.9379999998,815891.436,831039.484,815912.525,SCISTW,True
FWD7006816,42394,42394,FMH7005303,FMH7005182,300,0,Circular,5.74,3.22,23,830965.177,815899.3889999999,830974.8229999999,815920.611,SCISTW,True
FWD7006966,42396,42396,FMH7005349,FMH7005464,400,0,Circular,22.855,22.713,6,831365.927,815694.1409999998,831363.404,815699.579,SCISTW,True
FWD7006970,42397,42397,FMH7005341,FMH7058800,400,0,Circular,36.37,35.046,9,831371.226,815611.6439999999,831377.0459999999,815618.4259999999,SCISTW,True
FWD7006986,42398,42398,FMH7005477,FMH7005402,225,0,Circular,5.46,5.3433959192362614,6,831141.3249999998,815829.0509999999,831136.2859999998,815832.6999999998,SCISTW,True
FWD7006988,42399,42399,FMH7005479,FMH7005466,400,0,Circular,21.205,19.994,18,831357.6679999998,815712.8959999998,831350.088,815729.082,SCISTW,True
FWD7008175,42400,42400,FMH7007074,FMH7007077,225,0,Circular,15.52,11.843395919236261,37,835943.701,814926.251,835957.832,814960.6069999998,SCISTW,True
FWD7006804,42401,42401,FMH7005306,FMH7005330,525,0,Circular,2.83,2.8014285714285716,10,830833.355,815894.017,830843.088,815895.925,SCISTW,True
FWD7014304,42402,42402,FMH7011824,FMH7060180,225,0,Circular,5.24,4.917108524099384,27,836475.628,815064.547,836500.212,815054.2489999998,SCISTW,True
FWD7014307,42403,42403,FMH7011827,FMH7061401,750,0,Circular,2.41,2.37,20,836524.837,815033.395,836519.821,815052.6559999998,SCISTW,True
FWD7012639,42404,42404,FMH7010680,FGJ7001720,225,0,Circular,2.22,1.62,3,832092.3689999998,816465.515,832094.62,816466.961,SCISTW,True
FWD7014274,42405,42405,FMH7011796,FMH7011795,1200,0,Circular,2.24,2.16,4,836585.191,815190.382,836586.809,815193.618,SCISTW,True
FWD7014312,42406,42406,FMH7011832,FMH7011831,375,0,Circular,3.63,3.63,37,836553.135,815027.4059999998,836564.878,815062.632,SCISTW,True
FWD7014315,42407,42407,FMH7011835,FMH7011830,375,0,Circular,3.68,3.19,12,836566.738,815080.632,836560.349,815070.984,SCISTW,True
FWD7011079,42409,42409,FMH7009248,FMH7009247,300,0,Circular,2.72,2.7,2,837177.986,815624.7389999998,837176.101,815625.4399999998,SCISTW,True
FWD7011010,42410,42410,FMH7009205,FMH7009207,300,0,Circular,2.98,2.94,4,837212.6559999998,815612.5479999998,837208.588,815613.974,SCISTW,True
FWD7011286,42412,42412,FMH7009436,FMH7061544,675,0,Circular,1.72,1.697142857142857,8,836924.182,815523.365,836921.028,815531.0529999998,SCISTW,True
FWD7011294,42413,42413,FMH7009446,FMH7009445,675,0,Circular,2.186604080763738,2.29,22,836944.816,815469.386,836935.8179999999,815489.836,SCISTW,True
FWD7012912,42414,42414,FMH7010813,FMH7047584,600,0,Circular,1.798,1.773,10,832617.363,816554.081,832606.9399999998,816554.534,SCISTW,True
FWD7012708,42416,42416,FMH7010593,FMH7010594,100,0,Circular,2.76,2.61,3,832086.767,816390.017,832086.806,816392.882,SCISTW,True
FWD7012559,42417,42417,FMH7010655,FMH7010656,225,0,Circular,27.593689795725275,27.53,2,832235.0,816331.4279999998,832235.0,816333.5729999999,SCISTW,True
FWD7012574,42418,42418,FMH7010705,FMH7010703,225,0,Circular,3.45,3.33,2,832224.192,816427.049,832223.485,816428.547,SCISTW,True
FWD7012511,42419,42419,FMH7010713,FMH7010571,100,0,Circular,4.03,4.000848979809065,3,832092.6879999998,816357.0,832095.5729999999,816357.0,SCISTW,True
FWD7013608,42420,42420,FMH7011311,FMH7011317,500,0,Circular,1.0766040807637383,1.32,4,836051.4649999999,815471.8079999998,836052.632,815475.632,SCISTW,True
FWD7011217,42423,42423,FMH7009375,FMH7009374,300,0,Circular,2.45,2.4185714285714286,11,836859.442,815586.966,836869.49,815591.2049999998,SCISTW,True
FWD7011223,42424,42424,FMH7009379,FMH7009378,300,0,Circular,2.56,2.51,6,836842.285,815580.034,836847.506,815582.142,SCISTW,True
FWD7011233,42425,42425,FMH7009388,FMH7009415,750,0,Circular,1.48,1.45,7,836895.39,815571.255,836900.973,815575.332,SCISTW,True
FWD7011245,42427,42427,FMH7009399,FMH7009389,750,0,Circular,1.6,1.502857142857143,34,836883.4549999998,815530.417,836892.876,815562.591,SCISTW,True
FWD7028943,42428,42428,FMH7026024,FMH7026330,225,0,Circular,22.59,22.01,6,833342.267,816229.334,833345.733,816233.6659999999,SCISTW,True
FWD7013851,42429,42429,FMH7011548,FMH7011549,225,0,Circular,2.58,2.45,7,836293.6069999998,815564.832,836287.262,815562.625,SCISTW,True
FWD7028946,42430,42430,FMH7026027,FMH7026028,225,0,Circular,18.68,18.23,3,833366.1119999998,816256.545,833368.279,816259.27,SCISTW,True
FWD7028949,42431,42431,FMH7026031,FMH7026032,675,0,Circular,15.41,14.0,25,833357.6219999999,816274.033,833332.375,816274.6339999998,SCISTW,True
FWD7028954,42432,42432,FMH7026036,FMH7026038,225,0,Circular,26.62,25.75,19,833324.648,816207.2419999999,833309.3519999998,816217.758,SCISTW,True
FWD7028957,42433,42433,FMH7026039,FMH7026040,150,0,Circular,25.39,23.83,3,833299.0,816225.365,833299.0,816228.632,SCISTW,True
FWD7029356,42434,42434,FMH7026364,FMH7026230,225,0,Circular,62.91,62.84,2,833043.402,816222.011,833041.354,816222.0,SCISTW,True
FWD7030333,42435,42435,FMH7027033,FMH7027034,600,0,Circular,23.13,23.0,3,834495.4279999998,815477.0,834498.5729999999,815477.0,SCISTW,True
FWD7030355,42437,42437,FMH7026949,FMH7027044,150,0,Circular,43.42,31.79,69,834425.9549999998,815310.365,834417.224,815378.716,SCISTW,True
FWD7030359,42438,42438,FMH7027046,FMH7026964,150,0,Circular,25.66,24.9,21,834483.5649999998,815414.564,834478.2689999999,815435.346,SCISTW,True
FWD7030372,42439,42439,FMH7027056,FMH7053660,250,0,Circular,53.1,53.07169795961813,3,834242.751,815304.5849999998,834242.246,815307.388,SCISTW,True
FWD7027931,42441,42441,FMH7025232,FMH7024971,150,0,Circular,2.11,1.98,12,833720.549,816315.959,833708.7913,816318.3565,SCISTW,True
FWD7016049,42442,42442,FMH7013248,FMH7013249,225,0,Circular,3.68,3.543395919236262,12,837674.29,815542.77,837684.685,815536.273,SCISTW,True
FWD7016925,42443,42443,FMH7013938,FMH7013939,225,0,Circular,2.5480326521923096,2.542318366478024,2,835772.5812999998,815439.5196,835770.2637999998,815439.5714,SCISTW,True
FWD7016977,42444,42444,FMH7013990,FMH7013991,1050,0,Circular,0.35,0.55,3,835737.8959999998,815577.415,835737.204,815580.184,SCISTW,True
FWD7016172,42445,42445,FMH7013348,FMH7013335,525,0,Circular,15.488580846143856,14.422550705764984,23,837716.4429999999,815464.2959999999,837696.337,815474.8279999999,SCISTW,True
FWD7016604,42446,42446,FMH7013660,FMH7013661,225,0,Circular,1.69,1.84,1,835279.618,815461.809,835278.382,815461.191,SCISTW,True
FWD7016705,42447,42447,FMH7013716,FMH7013715,200,0,Circular,5.13,5.12,2,835332.324,815413.2169999998,835334.39,815413.736,SCISTW,True
FWD7019780,42448,42448,FMH7016801,FMH7016802,150,0,Circular,116.32,111.84,6,835296.0379999998,815022.305,835296.905,815028.571,SCISTW,True
FWD7017603,42449,42449,FMH7014426,FMH7014428,150,0,Circular,60.34,60.26,8,835427.354,815087.039,835435.5749999998,815087.9529999999,SCISTW,True
FWD7017790,42450,42450,FMH7014601,FMH7014563,225,0,Circular,15.25,14.6,3,835342.1409999998,815256.17,835342.665,815259.064,SCISTW,True
FWD7011298,42451,42451,FMH7009450,FMH7009449,450,0,Circular,2.77,2.92,5,836963.564,815446.229,836959.462,815449.25,SCISTW,True
FWD7011304,42452,42452,FMH7009454,FMH7009453,150,0,Circular,3.58,3.36,7,836949.047,815421.425,836950.5479999998,815428.522,SCISTW,True
FWD7011307,42453,42453,FMH7009456,FMH7009455,150,0,Circular,3.83,3.53,4,836917.184,815401.3939999999,836914.6269999999,815405.0509999999,SCISTW,True
FWD7013716,42455,42455,FMH7011415,FMH7011485,225,0,Circular,2.11,1.67,11,836292.777,815451.299,836282.6779999998,815446.723,SCISTW,True
FWD7013720,42456,42456,FMH7011419,FMH7011420,225,0,Circular,3.333302040381869,3.2,8,836296.258,815388.529,836303.601,815391.8009999999,SCISTW,True
FWD7011037,42457,42457,FMH7009229,FMH9000740,400,0,Circular,2.32,2.32,3,837146.4209999999,815634.829,837143.4695,815635.9357,SCISTW,True
FWD7011041,42458,42458,FMH7009232,FMH7009233,400,0,Circular,2.08,2.08,2,837128.48,815631.652,837127.888,815629.996,SCISTW,True
FWD7011078,42459,42459,FMH7009226,FMH7009246,400,0,Circular,2.69,2.55,2,837173.1979999999,815626.608,837171.104,815627.272,SCISTW,True
FWD7011209,42460,42460,FMH7009367,FMH7009365,150,0,Circular,5.0,4.323395919236262,1,836856.2539999998,815318.302,836857.505,815318.213,SCISTW,True
FWD7015257,42462,42462,FLH7001744,FMH7012732,150,0,Circular,135.6999969,155.6,11,837782.234,813986.302,837788.7739999999,813994.6949999998,SCISTW,True
FWD7014965,42464,42464,FMH7012472,FMH7012473,225,0,Circular,194.08,192.69,9,838234.743,814686.7199999999,838228.2709999998,814680.253,SCISTW,True
FWD7014960,42465,42465,FMH7012467,FMH7012518,225,0,Circular,182.05,178.65397922133218,7,838179.689,814658.792,838173.958,814654.957,SCISTW,True
FWD7014958,42466,42466,FMH7012465,FMH7012462,150,0,Circular,164.22,162.3,34,838031.6219999999,814673.126,837999.385,814683.866,SCISTW,True
FWD7013882,42468,42468,FMH7011580,FMH7007613,900,0,Circular,-1.03,-1.32,47,836299.3909999998,815586.947,836344.194,815601.441,SCISTW,True
FWD7014144,42469,42469,FLH7001532,FMH7011724,150,0,Circular,18.7999992,7.7,3,836353.363,815197.349,836353.363,815200.655,SCISTW,True
FWD7013830,42470,42470,FMH7011527,FMH7066763,150,0,Circular,3.13,3.124285714285714,2,836140.023,815534.37,836139.76,815536.763,SCISTW,True
FWD7013833,42471,42471,FMH7011531,FMH7011532,150,0,Circular,2.7323183664780237,2.7237469379065953,3,836151.338,815542.06,836154.73,815542.4259999999,SCISTW,True
FWD7013837,42472,42472,FMH7011535,FMH7011536,225,0,Circular,2.57,2.5585714285714283,4,836169.807,815544.138,836173.523,815544.5849999998,SCISTW,True
FWD7013843,42473,42473,FLH7001523,FMH7011541,225,0,Circular,19.2000008,2.27,4,836201.429,815550.055,836202.2389999998,815546.037,SCISTW,True
FWD7007951,42474,42474,FMH7006838,FMH7006839,300,0,Circular,151.01,150.63624189080625,8,836682.354,814153.993,836690.5529999998,814153.0139999999,SCISTW,True
FWD7007954,42475,42475,FMH7006887,FMH7006888,300,0,Circular,148.83838519878736,148.51223176399787,7,836716.9649999999,814157.9399999998,836723.971,814159.81,SCISTW,True
FWD7012374,42476,42476,FMH7010380,FMH7010381,150,0,Circular,3.11,2.999,8,832179.919,816615.365,832178.082,816623.632,SCISTW,True
FWD7014427,42477,42477,FMH7011929,FMH7050747,225,0,Circular,14.113408587572618,13.843893417265027,2,836615.234,815414.118,836615.784,815412.529,SCISTW,True
FWD7014838,42478,42478,FMH7012350,FMH7012346,225,0,Circular,189.09,189.36,5,837953.14,813216.9699999999,837948.354,813217.006,SCISTW,True
FWD7007338,42479,42479,FGJ7036505,FMH7005755,150,0,Circular,27.3999996,26.44,8,833382.6979999999,816185.692,833381.0699999998,816193.5429999998,SCISTW,True
FWD7014392,42480,42480,FMH7011892,FMH7063961,150,0,Circular,2.65,2.3100536450596527,30,836397.783,815458.7169999998,836389.135,815487.321,SCISTW,True
FWD7014827,42481,42481,FMH7012341,FMH7012340,225,0,Circular,184.39,182.61,25,837903.809,813309.365,837892.192,813331.632,SCISTW,True
FWD7014831,42482,42482,FMH7012345,FMH7012344,300,0,Circular,188.55,188.4,11,837945.608,813221.441,837938.284,813229.68,SCISTW,True
FWD7014425,42483,42483,FMH7011927,FMH7011928,150,0,Circular,18.157089310456147,17.88757414014856,2,836607.773,815438.582,836608.4699999999,815436.292,SCISTW,True
FWD7014582,42484,42484,FGJ7034488,FMH7012080,0,0,Circular,4.0999999,3.69,2,836593.863,815490.306,836594.809,815491.618,SCISTW,True
FWD7014602,42485,42485,FLH7018321,FMH7012099,0,0,Circular,3.5999999,2.42,2,836520.27,815573.856,836520.905,815572.0209999998,SCISTW,True
FWD7014629,42486,42486,FMH7012124,FMH7012123,150,0,Circular,2.62,2.44,18,836654.022,815455.427,836654.981,815473.632,SCISTW,True
