FEAT_NUM,Unnamed: 0,OID_,FR_PNT,TO_PNT,WIDTH,HEIGHT,SHAPE_DESC,US_IL,DS_IL,GEOMETRY_L,us_x,us_y,ds_x,ds_y,Assigned_Outfall,stay
Fill_link_245,2,2,FOF4000141,Sai Kung STW,900,0,Circular,-0.53,0.0,91,846340.537,826159.224,846267.8026,826104.5355999998,Sai Kung STW,True
Fill_link_246,3,3,XTS4000140,Sham Tseng STW,450,0,Circular,2.924297753451102,0.0,57,824729.1459999998,825091.339,824744.4224,825036.3249,Sham Tseng STW,True
Fill_link_247,4,4,XTS1000200,Shek Wu Hui STW,1800,0,Circular,-0.1133959192362618,0.0,151,830325.464,841070.1139999998,830356.3972999998,841218.1755,Shek Wu Hui STW,True
Fill_link_248,5,5,FMH1022645,FCH1000340,900,0,Circular,5.2,4.5,2,816536.6089,826335.4837,816536.143,826337.1992999999,Pillar Point STW,True
Fill_link_249,6,6,FCH4000884,Sha Tin STW,1000,0,Circular,-2.974661229703285,0.0,347,840103.6779999998,830061.392,840055.6365,829717.623,Sha Tin STW,True
Fill_link_250,7,7,XTS4000143,Sha Tin STW,1000,0,Circular,-15.246628577510972,0.0,335,839883.2489999998,829430.5629999998,840055.6365,829717.623,Sha Tin STW,True
Fill_link_251,8,8,XTS4000140_2,Sham Tseng STW,900,0,Circular,2.0203655669077927,0.0,77,824672.2463999998,825061.8874,824744.4224,825036.3249,Sham Tseng STW,True
Fill_link_252,9,9,FCH1002281,FCH1002281_2,450,0,Circular,2.97,4.46,1,813860.3462,826282.158,813861.5733,826281.3872999998,Pillar Point STW,True
Fill_link_253,10,10,FCH1002326,Pillar Point STW,2500,0,Circular,-1.358,0.0,91,812324.4974,825291.8333,812330.3667,825201.2264,Pillar Point STW,True
Fill_link_254,11,11,XTS1000200_2,Shek Wu Hui STW,1800,0,Circular,-0.06,0.0,134,830323.322,841088.265,830356.3972999998,841218.1755,Shek Wu Hui STW,True
Fill_link_255,12,12,SMH1007045,FMH1025183,225,0,Circular,8.66,10.83,7,830890.735,839381.7349,830889.4751,839388.6470999998,Shek Wu Hui STW,True
Fill_link_256,13,13,XPS7001880,FGJ1011510,225,0,Circular,21.396604080763737,21.93,12,833900.5999999999,836838.9649999999,833893.2506,836829.0655999999,Shek Wu Hui STW,True
Fill_link_258,14,14,FMH1065304,Tai Po Sewage Treatment Works,1200,0,Circular,2.83,0.0,183,837534.6389,835372.7927,837688.6762,835273.5246,Tai Po Sewage Treatment Works,True
Fill_link_259,15,15,FIP4000801,FIP4000860,150,0,Circular,1.0265550872692633,0.9808408015549775,16,846518.8499999999,828036.3,846515.98,828020.27,Sai Kung STW,True
Fill_link_260,16,16,XTS1000200_3,Shek Wu Hui STW,250,0,Circular,7.66,0.0,132,830331.0,841089.0,830356.3972999998,841218.1755,Shek Wu Hui STW,True
Fill_link_261,17,17,FGJ1008820,FGJ1008800,150,0,Circular,23.2,25.6,30,834585.283,845354.5459,834556.9218,845344.7661999998,Shek Wu Hui STW,True
Fill_link_262,18,18,FGJ1008240,FVH1001681,250,0,Circular,8.241,8.535,22,833527.1125,840156.6846,833541.452,840173.5,Shek Wu Hui STW,True
Fill_link_263,19,19,FCH1004820_2,San Wai STW,1200,0,Circular,18.236,18.236,114,816276.6519,834211.2957,816260.1302,834324.1139,San Wai STW,True
Fill_link_264,20,20,FCH1004820_3,San Wai STW,1200,0,Circular,18.236,18.236,116,816276.6694999998,834209.2861,816260.1302,834324.1139,San Wai STW,True
Fill_link_266,22,22,FCH1005163,FIP1001600,250,0,Circular,16.69,15.9,9,834206.1102,845135.5367,834196.8588,845134.8260999998,Shek Wu Hui STW,True
Fill_link_267,23,23,FGJ1002941_2,Pillar Point STW,2500,0,Circular,-29.509567426879013,0.0,90,812353.5,825288.5,812330.3667,825201.2264,Pillar Point STW,True
Fill_link_268,24,24,FGJ1002941,Pillar Point STW,900,0,Circular,2.0,0.0,90,812353.5,825288.5,812330.3667,825201.2264,Pillar Point STW,True
Fill_link_269,25,25,FCH1005111,FGJ1013638,2500,0,Circular,-23.039681694346044,-23.159681694346045,42,813165.1929,825734.3567999998,813125.017,825721.76,Pillar Point STW,True
Fill_link_270,26,26,XTS1000201_2,Yuen Long STW,1800,0,Circular,-0.7267918384725236,0.0,141,820800.9599999998,836365.045,820827.5808999998,836503.935,Yuen Long STW,True
Fill_link_271,27,27,XTS1000201,Yuen Long STW,1000,0,Circular,1.5539956969283506,0.0,138,820794.3349999998,836369.738,820827.5808999998,836503.935,Yuen Long STW,True
FWD1051850,28,28,FMH1040389,FSH1004861,150,0,Circular,31.75,31.38,9,834068.9525999998,836912.5324999999,834060.1311,836914.4157,Shek Wu Hui STW,True
FWD1011527,29,29,FLH1000256,FMH1008101,150,0,Circular,7.59,7.6733959192362615,2,835136.1955,833942.1579,835134.5624,833943.0514999998,Tai Po Sewage Treatment Works,True
FWD1011530,30,30,FLH1000447,FMH1008037,0,0,Circular,6.0999999,5.283395919236262,1,835154.2876,833972.0540999998,835155.1256999999,833971.6446,Tai Po Sewage Treatment Works,True
FWD1011533,31,31,FGJ1001261,FMH1008176,150,0,Circular,2.6637469379065952,5.8833959192362615,1,835109.6076,834007.8763999998,835110.6165999998,834007.3014999998,Tai Po Sewage Treatment Works,True
FWD1010844,32,32,FMH1007119,FMH1000583,225,0,Circular,37.03,35.61,39,834605.984,833629.3989999999,834605.0139999999,833590.5999999999,Tai Po Sewage Treatment Works,True
FWD1010848,33,33,FMH1008033,FMH1008034,150,0,Circular,6.03,5.8,11,835150.3773,833935.3088,835147.6544999998,833946.0777999999,Tai Po Sewage Treatment Works,True
FWD1010687,34,34,FMH1001194,FIH1000027,225,0,Circular,5.0,4.991428571428571,3,834204.2438,834764.3839,834205.1178999998,834767.0502,Tai Po Sewage Treatment Works,True
FWD1012998,35,35,FMH1009734,FMH1009733,1050,0,Circular,-2.64,-2.72,66,817811.64,835841.2389999998,817745.2319999998,835844.111,San Wai STW,True
FWD1013001,36,36,FMH1009737,FMH1009736,450,0,Circular,1.12,1.09,12,817960.088,835852.728,817952.282,835843.908,San Wai STW,True
FWD1013005,37,37,FMH1009740,FMH1009739,900,0,Circular,-2.05,-2.11,60,818152.044,835846.9719999998,818092.31,835845.5209999998,San Wai STW,True
FWD1013008,38,38,FMH1009743,FMH1009742,450,0,Circular,1.47,1.19,24,817738.248,835978.616,817762.3839999998,835974.583,San Wai STW,True
FWD1013017,39,39,FTH1003421,FMH1009750,225,0,Circular,2.2,2.18,7,817740.312,836227.603,817747.02,836225.856,San Wai STW,True
FWD1013024,40,40,FMH1009754,FMH1009753,900,0,Circular,-1.47,-1.53,63,817858.137,836296.0699999998,817832.679,836237.914,San Wai STW,True
FWD1012964,41,41,FMH1009706,FMH1009705,1050,0,Circular,15.0,13.0,73,818319.6481,826072.9312,818282.53,826136.152,Pillar Point STW,True
FWD1055180,42,42,FMH1042521,FMH1040273,150,0,Circular,13.01,12.76,4,830682.8061,839157.0226,830681.7955999998,839152.6777,Shek Wu Hui STW,True
FWD1055560,43,43,FMH1042840,FMH1042841,300,0,Circular,14.91,14.83,4,820522.108,830870.922,820525.6999999998,830872.137,San Wai STW,True
FWD1055816,44,44,FMH1043073,FMH1043074,200,0,Circular,33.159,33.082,9,832977.78,834544.512,832971.226,834551.265,Tai Po Sewage Treatment Works,True
FWD1055817,45,45,FMH1043074,FSH1002923,200,0,Circular,33.059,32.476,14,832970.363,834552.0999999999,832959.675,834561.811,Tai Po Sewage Treatment Works,True
FWD1014143,47,47,FMH1012127,FMH1012128,1050,0,Circular,-0.02,-0.02,5,815135.859,827629.99,815135.1409999998,827635.01,Pillar Point STW,True
FWD1014151,48,48,FMH1012135,FMH1012040,225,0,Circular,3.9000001,0.1633959192362618,3,815407.8,827866.5999999999,815410.1999999998,827868.4,Pillar Point STW,True
FWD1014546,50,50,FMH1012680,FMH1012679,350,0,Circular,4.35,4.26,14,814340.8427,826895.6589,814335.158,826883.3423999998,Pillar Point STW,True
FWD1014549,51,51,FMH1012683,FMH1012681,600,0,Circular,2.45,2.33,32,814403.6426999999,826860.1152,814373.3564,826869.8850999998,Pillar Point STW,True
FWD1014552,52,52,FMH1012686,FMH1012685,500,0,Circular,3.82,3.76,11,814430.8715,826862.6472,814427.128,826852.3516,Pillar Point STW,True
FWD1014557,53,53,FMH1012691,FMH1012689,450,0,Circular,4.2,4.07,26,814509.6409999998,826836.1102999998,814484.358,826843.89,Pillar Point STW,True
FWD1014563,54,54,FMH1012698,FMH1012699,375,0,Circular,3.47,3.34,71,815006.7885999999,826727.8773,815071.1115999998,826757.4020999998,Pillar Point STW,True
FWD1014567,55,55,FMH1012702,FMH1012704,375,0,Circular,2.66,1.78,50,815096.3813999998,826837.8735,815083.5128999999,826885.8334,Pillar Point STW,True
FWD1014360,57,57,FMH1012499,FMH1012758,225,0,Circular,1.83,1.39,19,815100.905,827184.995,815099.0719,827204.2471,Pillar Point STW,True
FWD1014140,58,58,FGJ1001502,FMH1012123,600,0,Circular,5.0999999,0.79,17,815799.0,827710.0,815816.0139999999,827712.836,Pillar Point STW,True
FWD1054665,59,59,FMH1042200,FMH1042201,300,0,Circular,2.48,2.46,4,820771.6119999998,834848.025,820767.966,834845.8739999998,Yuen Long STW,True
FWD1054666,60,60,FMH1042201,FMH1042202,300,0,Circular,2.44,2.4,8,820766.93,834845.2689999999,820760.0,834841.27,Yuen Long STW,True
FWD1054668,61,61,FMH1042204,FMH1042205,300,0,Circular,2.36,2.32,9,820754.964,834838.351,820747.005,834833.5969999998,Yuen Long STW,True
FWD1054669,62,62,FMH1042205,FMH1042182,300,0,Circular,2.31,2.28,8,820745.961,834833.005,820738.728,834829.113,Yuen Long STW,True
FWD1012138,64,64,FMH1008984,FMH1008980,225,0,Circular,1.8,1.35,51,818422.289,834324.446,818445.7099999998,834279.554,San Wai STW,True
FWD1012146,65,65,FMH1008988,FMH1008987,225,0,Circular,4.52,3.98,41,818470.376,833956.956,818429.623,833954.044,San Wai STW,True
FWD1012808,66,66,FMH1009564,FMH1009563,225,0,Circular,4.07,3.88,31,817511.039,835587.376,817512.958,835556.684,San Wai STW,True
FWD1012813,67,67,FMH1009569,FMH1008905,375,0,Circular,3.918032652192309,4.3,26,821103.859,833453.99,821100.1409999998,833480.01,Yuen Long STW,True
FWD1012631,68,68,FMH1009414,FMH1009416,450,0,Circular,2.34,2.25,44,818208.5529999998,835673.2909999999,818247.447,835693.709,San Wai STW,True
FWD1012882,69,69,FMH1009641,FMH1009633,450,0,Circular,3.3,2.97,8,821968.6213999998,833860.4736999999,821961.1694,833856.7661999998,San Wai STW,True
FWD1012885,70,70,FMH1009643,FMH1009644,225,0,Circular,13.95,13.62339591923626,11,819290.3656999998,832864.0952,819299.9706999998,832869.027,Yuen Long STW,True
FWD1012888,71,71,FMH1009646,FMH1009645,225,0,Circular,13.83,13.64,8,819293.8739999998,832879.486,819300.5516,832883.1949,Yuen Long STW,True
FWD1012891,72,72,FMH1009321,FMH1009649,375,0,Circular,2.81,2.7,24,817635.5729999999,835510.25,817657.4259999999,835519.75,San Wai STW,True
FWD1012426,73,73,FMH1009236,FMH1009237,1050,0,Circular,-1.35,-1.46,40,818537.556,834918.285,818573.444,834936.714,San Wai STW,True
FWD4076514,74,74,FMH4063620,FMH4027785,150,0,Circular,5.7,3.573395919236262,16,837241.8689999998,818931.479,837226.3763,818931.9893,SCISTW,True
FWD4076524,75,75,FSH4003203,FSH4003204,300,0,Circular,6.06,6.05,0,837572.272,821020.831,837572.262,821020.55,SCISTW,True
FWD4076530,76,76,FSH4003209,FSH4003210,300,0,Circular,6.02,6.02,0,837571.7319999998,821005.351,837571.7169999998,821005.158,SCISTW,True
FWD4076527,77,77,FSH4003206,FSH4003207,300,0,Circular,6.02,6.02,1,837572.132,821012.55,837572.082,821011.669,SCISTW,True
FWD4076272,78,78,FMH4063423,FMH4063424,150,0,Circular,4.4976255043700295,4.343467664590564,11,835340.947,820642.05,835343.137,820630.829,SCISTW,True
FWD4076266,79,79,FMH4063426,FMH4048502,150,0,Circular,3.736065304384619,3.96,3,835345.895,820616.7249999999,835346.539,820613.5039999998,SCISTW,True
FWD4076825,80,80,FMH4063908,FMH4036696,150,0,Circular,3.367844894483524,3.72,10,840297.434,819787.608,840289.3839999998,819793.403,SCISTW,True
FWD4076827,81,81,FMH4063907,FMH4063908,150,0,Circular,3.561240813719786,3.541240813719786,7,840303.6509999998,819783.131,840298.0409999999,819787.1659999999,SCISTW,True
FWD4076829,82,82,FMH4063911,FMH4063912,150,0,Circular,14.553746937906595,14.539461223620881,5,841108.327,819610.804,841109.458,819605.7389999998,SCISTW,True
FWD4054200,83,83,FMH4047007,FMH4038764,225,0,Circular,79.21299999999998,79.56,9,839286.903,829936.003,839278.3719999999,829936.003,Sha Tin STW,True
FWD4054449,84,84,FLH4023100,FMH4047209,225,0,Circular,147.7,147.49,7,832387.1515,827092.0139,832392.11,827086.6679999998,SCISTW,True
FWD4052974,85,85,FMH4046192,FMH4017971,1350,0,Circular,0.19,-0.07857142857142857,94,835687.1879999998,820605.045,835594.582,820587.961,SCISTW,True
FWD4052971,86,86,FMH4046194,FMH4046189,975,0,Circular,0.54,0.5,15,835784.4969999999,820652.442,835778.181,820639.034,SCISTW,True
FWD4052968,87,87,FMH4046186,FMH4046187,975,0,Circular,0.89,0.85,30,835932.208,820656.376,835902.049,820659.827,SCISTW,True
FWD4075904,90,90,FMH4063103,FMH4063104,150,0,Circular,4.1737469379065955,4.162318366478024,4,835239.61,820860.772,835236.6269999999,820862.984,SCISTW,True
FWD4053875,91,91,FMH4046814,FMH4046815,225,0,Circular,21.59,20.07,15,837700.307,821687.822,837700.529,821673.0409999999,SCISTW,True
FWD4053879,92,92,FMH4046817,FMH4046818,300,0,Circular,16.14,15.5,21,837682.255,821644.709,837670.263,821627.702,SCISTW,True
FWD4053882,93,93,FMH4046820,FMH4030010,300,0,Circular,14.61,14.353395919236261,10,837680.556,821603.3889999999,837690.81,821602.5649999998,SCISTW,True
FWD4052645,94,94,FMH4045941,FMH4045942,300,0,Circular,2.19,2.09,19,833610.542,821875.2689999999,833626.04,821863.758,SCISTW,True
FWD4052363,95,95,FMH4045680,FMH4045681,150,0,Circular,209.633,209.519,11,836230.199,828713.289,836237.277,828722.022,Sha Tin STW,True
FWD4052367,96,96,FMH4045685,FMH4045686,150,0,Circular,207.874,207.762,10,836244.316,828703.431,836254.422,828705.792,Sha Tin STW,True
FWD4052748,97,97,FMH4046028,FMH4016738,450,0,Circular,3.41,3.39,2,834917.7099999998,821390.599,834915.733,821390.674,SCISTW,True
FWD4052761,98,98,FMH4046041,FMH4046042,225,0,Circular,2.296545728866505,1.99,25,829369.5749999998,825542.582,829389.307,825527.356,SCISTW,True
FWD4053099,99,99,FMH4046318,FMH4046319,600,0,Circular,4.209,3.953,55,836307.659,826456.056,836357.037,826481.098,Sha Tin STW,True
FWD4053095,100,100,FMH4046313,FMH4046315,600,0,Circular,5.095,4.87,46,836129.359,826413.2029999999,836175.0309999998,826418.505,Sha Tin STW,True
FWD4053088,101,101,FMH4039981,FMH4046307,600,0,Circular,5.965,5.813,25,836010.392,826494.802,836023.61,826474.0379999998,Sha Tin STW,True
FWD4057564,102,102,FMH4049353,FMH4048805,525,0,Circular,11.281,11.16,2,837259.104,821176.03,837258.9889999998,821174.2049999998,SCISTW,True
FWD4057182,103,103,FMH4010824,FMH4049040,300,0,Circular,2.2,2.17,9,834235.745,820915.8299999998,834242.3469999998,820921.213,SCISTW,True
FWD4057345,104,104,FLH4011185,FMH4045499,150,0,Circular,7.5,3.295,1,837577.257,827417.4549999998,837578.598,827417.93,Sha Tin STW,True
FWD4056003,105,105,FMH4048311,FMH4048312,250,0,Circular,15.89,15.76,2,845761.037,827578.287,845760.258,827576.441,Sai Kung STW,True
FWD4054924,106,106,FMH4047537,FMH4047536,225,0,Circular,11.24,11.07,13,845853.9889999998,827576.153,845850.733,827563.594,Sai Kung STW,True
FWD4054920,107,107,FMH4047541,FMH4047540,225,0,Circular,11.56,11.47,7,845861.99,827607.2099999998,845860.236,827600.905,Sai Kung STW,True
FWD4054923,108,108,FMH4047538,FMH4047537,225,0,Circular,11.3,11.24,7,845856.0139999999,827583.778,845854.181,827576.8909999998,Sai Kung STW,True
FWD4055484,109,109,FMH4047962,FMH4051620,300,0,Circular,3.405,3.31,21,834694.6949999998,819946.089,834694.583,819967.41,SCISTW,True
FWD4055580,110,110,FGJ4004421,FGJ4004422,150,0,Circular,9.82,9.7,1,837782.4669999998,827672.696,837783.5509999999,827673.6239999998,Sha Tin STW,True
FWD4064565,111,111,FMH4054422,FMH4054423,150,0,Circular,4.8,4.73,4,834049.175,822195.8959999998,834052.454,822193.091,SCISTW,True
FWD4065275,112,112,FMH4054953,FMH4054954,150,0,Circular,4.87,4.8,7,834177.175,822090.348,834172.006,822094.822,SCISTW,True
FWD4065281,113,113,FMH4054961,FMH4054962,150,0,Circular,3.01,2.9957142857142856,5,835299.935,819967.393,835299.164,819972.24,SCISTW,True
FWD4064903,114,114,FMH4054632,FMH4001232,300,0,Circular,2.1,1.3,5,836140.408,817838.204,836144.4869999998,817840.687,SCISTW,True
FWD4064901,115,115,FMH4054629,FMH4054631,300,0,Circular,2.29,2.18,7,836115.7759999998,817830.9869999998,836122.415,817832.8029999998,SCISTW,True
FWD4064898,116,116,FMH4054633,FMH4054631,225,0,Circular,2.33,2.18,6,836122.0259999998,817826.8909999998,836122.908,817832.3349999998,SCISTW,True
FWD4064921,117,117,FMH4054641,FMH4063940,375,0,Circular,4.21,4.19,3,834446.1757999999,821865.4207999998,834448.8214999998,821863.3593,SCISTW,True
FWD4084100,119,119,FMH4069861,FMH4023607,225,0,Circular,5.912361997873439,4.74,24,836049.2389,819787.5065999998,836036.743,819808.05,SCISTW,True
FWD4083418,120,120,FMH4069417,FMH4069418,250,0,Circular,5.42,5.21,3,837897.74,827742.9989999998,837898.716,827740.6339999998,Sha Tin STW,True
FWD4062085,121,121,FMH4052483,FMH4052472,225,0,Circular,13.93,13.85,10,825742.074,825410.393,825732.432,825413.113,Sham Tseng STW,True
FWD4062102,122,122,FSH4001726,SGJ4017541,450,0,Circular,13.62,13.5,12,825626.9449999998,825325.407,825619.6559999998,825316.395,Sham Tseng STW,True
FWD4061501,123,123,FLH4013681,FMH4043042,225,0,Circular,2.91,2.83,5,841124.664,818748.98,841128.4869999998,818752.228,SCISTW,True
FWD4061542,124,124,FMH4052060,FMH4052061,300,0,Circular,12.314,12.126,29,837247.878,820054.871,837247.779,820083.834,SCISTW,True
FWD4072553,125,125,FMH4060830,FMH4060831,250,0,Circular,59.645,58.252,6,845996.179,820206.214,846001.1509999998,820208.904,SCISTW,True
FWD4072262,126,126,FMH4060680,FMH4060679,250,0,Circular,84.031,83.76,4,846651.1019999998,819542.125,846649.605,819538.177,SCISTW,True
FWD4055557,127,127,FTH4004017,FMH4045664,150,0,Circular,10.3999996,9.967,1,837791.6779999998,827679.5999999999,837792.2589999998,827680.8639999998,Sha Tin STW,True
FWD4055852,129,129,FMH4048185,FMH4048186,525,0,Circular,0.714,0.59,31,832819.02,821798.5359999998,832849.582,821795.351,SCISTW,True
FWD4055855,130,130,FMH4048188,FMH4048189,525,0,Circular,0.34,0.27,17,832915.096,821790.028,832931.9059999998,821787.189,SCISTW,True
FWD4056504,131,131,FMH4048540,FMH4032563,600,0,Circular,5.831066093180935,5.7010858571502805,9,839623.431,821677.7959999999,839616.6219999999,821683.753,SCISTW,True
FWD4056156,132,132,FLH4011685,FMH4048277,160,0,Circular,15.8000002,15.71,2,845789.706,827616.3959999998,845789.4919999999,827618.806,Sai Kung STW,True
FWD4055381,133,133,FMH4047865,FMH4047866,225,0,Circular,23.64,20.87,29,831639.054,824045.387,831637.971,824073.978,SCISTW,True
FWD4056806,135,135,FMH4048726,FMH4010010,225,0,Circular,2.45,2.36,13,833218.032,821851.1269999999,833205.3569999998,821847.9649999999,SCISTW,True
FWD4056569,136,136,FMH4048607,FMH4048785,300,0,Circular,21.68,21.6,6,837168.7049999998,821588.853,837164.441,821585.311,SCISTW,True
FWD4056580,137,137,FLH4010580,FMH4047820,225,0,Circular,18.35,18.25,13,836239.797,821949.52,836229.5919999998,821958.312,SCISTW,True
FWD4055577,138,138,FMH4048020,FGJ4004420,150,0,Circular,9.82,9.7,6,837772.719,827664.3469999998,837777.0919999998,827668.093,Sha Tin STW,True
FWD4055542,139,139,FTH4004002,FMH4045627,150,0,Circular,59.4000015,55.845,2,837688.307,827826.366,837689.963,827826.966,Sha Tin STW,True
FWD4055550,140,140,FTH4004010,FMH4045648,150,0,Circular,15.8999996,16.655,1,837786.88,827743.587,837787.898,827743.539,Sha Tin STW,True
FWD4065042,141,141,FGJ4005321,FMH4068786,225,0,Circular,6.59,5.73,17,840433.099,820544.4259999999,840430.1979,820527.2301,SCISTW,True
FWD4065848,142,142,FGJ4005768,FMH4015602,150,0,Circular,4.5,2.32,3,835542.3669999999,818946.55,835541.556,818949.626,SCISTW,True
FWD4067002,143,143,FMH4055961,FMH4055962,500,0,Circular,124.784,124.259,28,838723.1609999998,830313.903,838739.738,830290.917,Sha Tin STW,True
FWD4066203,144,144,FMH4055325,FMH4055326,225,0,Circular,64.38,64.16,11,840458.491,821503.422,840462.871,821493.1489999999,SCISTW,True
FWD4066165,145,145,FMH4055283,FMH4055284,225,0,Circular,57.1,55.96,37,840381.468,821434.783,840345.667,821425.091,SCISTW,True
FWD4066168,146,146,FMH4055286,FMH4055300,225,0,Circular,50.21,49.53,33,840293.5729999999,821410.207,840261.6269999999,821401.125,SCISTW,True
FWD4066207,147,147,FMH4055328,FMH4055285,225,0,Circular,53.82,53.3,36,840316.2419999999,821454.839,840325.87,821420.604,SCISTW,True
FWD4064625,148,148,FSH4001903,FSH4001904,300,0,Circular,10.67,10.62,6,837347.196,821256.039,837346.969,821250.272,SCISTW,True
FWD4065207,149,149,FMH4054888,FMH4054889,225,0,Circular,8.38,7.89,8,838823.1178,829273.3965,838824.3987999998,829265.4668,Sha Tin STW,True
FWD4064802,150,150,FMH4054542,FMH4054543,450,0,Circular,14.69,12.0,25,841034.9129999998,819591.13,841039.094,819566.055,SCISTW,True
FWD4067640,151,151,FMH4056539,FMH4056540,300,0,Circular,14.49,10.20339591923626,6,822789.783,824815.6709999999,822784.1879999998,824815.648,Sham Tseng STW,True
FWD4066980,152,152,FMH4055940,FMH4055941,500,0,Circular,180.525,178.668,30,838912.1609999998,830448.5649999998,838940.898,830439.2639999999,Sha Tin STW,True
FWD4066983,153,153,FMH4055943,FMH4055944,500,0,Circular,172.353,170.492,25,838976.8079999998,830396.306,838972.971,830371.523,Sha Tin STW,True
FWD4066988,154,154,FMH4055947,FMH4055948,500,0,Circular,159.999,159.565,23,838895.8839999998,830344.9549999998,838873.664,830350.094,Sha Tin STW,True
FWD4066642,155,155,FMH4055728,FMH4054950,150,0,Circular,4.22,4.16,3,834141.0,822120.476,834138.696,822122.349,SCISTW,True
FWD4066064,156,156,FMH4055343,FMH4010375,525,0,Circular,3.33,3.873395919236262,16,834374.696,821671.3739999998,834385.653,821682.9669999998,SCISTW,True
FWD4065261,158,158,FMH4054948,FMH4054947,150,0,Circular,4.68,4.71,2,834408.028,821980.5919999998,834406.2489999998,821981.886,SCISTW,True
FWD4066265,159,159,FMH4055402,FMH4055403,450,0,Circular,17.84,17.57,12,840199.2916999998,820912.3277,840197.8146,820923.8186999998,SCISTW,True
FWD4066268,160,160,FMH4053600,FMH4055440,225,0,Circular,18.85,18.75,16,840134.458,821063.944,840147.1779999998,821072.9749999999,SCISTW,True
FWD4066272,161,161,FMH4055441,FMH4055442,225,0,Circular,18.054,17.844,21,840169.333,821088.631,840186.4179999998,821100.792,SCISTW,True
FWD4060654,162,162,FMH4051434,FMH4051435,150,0,Circular,72.949,72.75,20,846378.081,819635.7269999998,846392.5239999999,819621.844,SCISTW,True
FWD4066862,163,163,FMH4055803,FMH4055804,500,0,Circular,29.121,28.987,13,839691.515,830128.2689999999,839698.574,830116.86,Sha Tin STW,True
FWD4066865,164,164,FMH4055807,FMH4055808,500,0,Circular,28.51,28.394,14,839736.152,830074.0729999999,839743.87,830062.8249999998,Sha Tin STW,True
FWD4066901,165,165,FMH4055860,FMH4055861,500,0,Circular,26.037,25.363,43,839753.75,829964.033,839734.309,829925.306,Sha Tin STW,True
FWD4079660,166,166,FMH4066320,FMH4075780,150,0,Circular,20.5081647492992,20.43,6,836086.9969999999,821301.236,836085.3077,821295.0254,SCISTW,True
FWD4079681,167,167,FMH4066340,FMH4068981,225,0,Circular,3.0360653043846186,3.02749387581319,3,841203.738,819368.02,841201.089,819369.165,SCISTW,True
FWD4080300,168,168,FMH4066820,FMH4023754,150,0,Circular,16.64,16.6,3,836607.2369999998,820304.7249999999,836604.402,820303.564,SCISTW,True
FWD4080305,169,169,FMH4066823,FMH4029525,150,0,Circular,5.007962448458243,4.89,12,837495.529,820539.2519999999,837500.6339999998,820549.8569999998,SCISTW,True
FWD4080306,170,170,FMH4066822,FGJ4009340,150,0,Circular,5.00234518900785,4.89,4,837490.052,820527.6409999998,837491.789,820531.338,SCISTW,True
FWD4052982,172,172,FMH4046200,FMH4046201,225,0,Circular,70.64,70.32,13,845821.104,820357.6339999998,845811.469,820365.968,SCISTW,True
FWD4052984,173,173,FMH4046202,FMH4046205,225,0,Circular,69.29,69.0,18,845804.359,820376.968,845794.667,820391.8519999998,SCISTW,True
FWD4052989,174,174,FMH4046206,FMH4046209,225,0,Circular,68.3,66.46,25,845787.7809999998,820431.878,845794.385,820456.425,SCISTW,True
FWD4052170,175,175,FMH4045487,FMH4045488,150,0,Circular,4.228,4.091,6,837694.7909999999,827519.9429999999,837691.074,827515.792,Sha Tin STW,True
FWD4067505,176,176,FMH4056383,FMH4056384,150,0,Circular,39.55,38.63,15,822988.893,825207.321,822991.905,825221.7369999998,Sham Tseng STW,True
FWD4067503,177,177,FMH4056381,FMH4056382,150,0,Circular,43.99,40.88,20,822981.8129999998,825169.758,822985.236,825189.861,Sham Tseng STW,True
FWD4067499,178,178,FMH4056377,FMH4056378,150,0,Circular,53.05,52.81,7,822974.474,825109.966,822973.1929999999,825117.3419999998,Sham Tseng STW,True
FWD4054786,179,179,FMH4047425,FMH4047426,225,0,Circular,9.89,7.88,75,837184.819,820679.431,837248.1759999999,820720.27,SCISTW,True
FWD4054470,181,181,FMH4047232,FMH4047230,225,0,Circular,147.0,146.4,9,832296.037,827090.3249999998,832304.143,827085.574,SCISTW,True
FWD4053026,182,182,FMH4046241,FMH4046242,150,0,Circular,23.52,23.37,9,836755.437,825180.4969999999,836755.707,825189.3989999999,Sha Tin STW,True
FWD4053318,184,184,FMH4046521,FMH4070080,525,0,Circular,3.42,3.374285714285714,16,836076.248,825515.8009999999,836086.552,825527.75,Sha Tin STW,True
FWD4073584,185,185,FMH4061582,FMH4061583,250,0,Circular,48.92,48.09,2,837626.1709999999,827703.859,837627.082,827702.2269999998,Sha Tin STW,True
FWD4071564,186,186,FMH4060220,FMH4060221,250,0,Circular,97.71,97.6,9,845157.38,827063.201,845165.964,827061.667,Sai Kung STW,True
FWD4071572,187,187,FMH4060224,FMH4060225,250,0,Circular,93.45,91.58,8,845185.8199999998,827041.542,845190.456,827034.851,Sai Kung STW,True
FWD4071577,188,188,FLH4018820,FMH4060227,160,0,Circular,93.5,93.33,12,845095.16,827002.3939999999,845105.1729999998,827009.611,Sai Kung STW,True
FWD4071588,189,189,FMH4060231,FMH4060232,250,0,Circular,93.45,92.65,16,845134.393,827029.6759999999,845141.456,827015.755,Sai Kung STW,True
