node,type,invert_elev,x,y,catchment
FCH1003222,junction,40.399,832016.9722999996,834439.1952999998,Tai_Po_Sewage_Treatment_Works
FCH1003421,junction,43.97801710510209,831880.0752999997,834443.3911000006,Tai_Po_Sewage_Treatment_Works
FCH1003422,junction,42.79859758384678,831925.54,834438.5266999993,Tai_Po_Sewage_Treatment_Works
FCH1003423,junction,44.63521442754098,831891.9961999999,834475.3606000002,Tai_Po_Sewage_Treatment_Works
FCH1003460,junction,21.409838914924222,828770.3269999996,839815.1699999999,Shek_Wu_Hui_STW
FCH1003461,junction,25.469838914924217,828834.9570000004,839770.4000000004,Shek_Wu_Hui_STW
FCH1003521,junction,34.548472564164655,815358.3168000001,830279.7654999997,Pillar_Point_STW
FCH1003522,junction,34.20985913556753,815352.0488999998,830259.0403000005,Pillar_Point_STW
FCH1003523,junction,31.124287311059213,815246.6677000001,830126.7445,Pillar_Point_STW
FCH1003524,junction,27.72538086524785,815084.3563999999,830031.2221000008,Pillar_Point_STW
FCH1003525,junction,26.21538086524785,814887.1971000005,829996.8487999998,Pillar_Point_STW
FCH1003601,junction,86.3895950118012,830941.5504000001,833468.2051999997,Tai_Po_Sewage_Treatment_Works
FCH1003602,junction,84.95892212332535,831015.7264999999,833476.8725000005,Tai_Po_Sewage_Treatment_Works
FCH1003603,junction,84.01613801038445,831012.8916999996,833449.7594000008,Tai_Po_Sewage_Treatment_Works
FCH1003606,junction,57.08168901994717,831494.4758000001,833930.3977000006,Tai_Po_Sewage_Treatment_Works
FCH1003607,junction,56.4595184597762,831519.6262999997,833927.0273000002,Tai_Po_Sewage_Treatment_Works
FCH1003608,junction,55.52913801038445,831528.8152000001,833910.7721999995,Tai_Po_Sewage_Treatment_Works
FCH1003620,junction,4.018055178919674,813323.2862,825913.7518000007,Pillar_Point_STW
FCH1003640,junction,3.727705918333739,813195.2596000005,825760.0727999993,Pillar_Point_STW
FCH1003660,junction,4.033055178919674,813338.0039999997,825918.7456,Pillar_Point_STW
FCH1003680,junction,3.960055178919674,813243.5788000003,825815.4474999998,Pillar_Point_STW
FCH1003700,junction,14.792,833178.3753000004,835764.6569999997,Tai_Po_Sewage_Treatment_Works
FCH1003720,junction,17.266,833238.0333000002,835779.0792999994,Tai_Po_Sewage_Treatment_Works
FCH1003740,junction,20.515,833271.9100000001,835791.3224999998,Tai_Po_Sewage_Treatment_Works
FCH1003760,junction,19.386138010384443,833289.9051000001,835783.2631000001,Tai_Po_Sewage_Treatment_Works
FCH1003761,junction,23.103,833313.0998,835780.2973999996,Tai_Po_Sewage_Treatment_Works
FCH1003780,junction,21.853,833349.5336999996,835689.1361999996,Tai_Po_Sewage_Treatment_Works
FCH1003800,junction,11.307788749798505,833589.1128000002,835443.5201999992,Tai_Po_Sewage_Treatment_Works
FCH1003820,junction,21.702773870916097,834861.8731000004,842644.3380999994,Shek_Wu_Hui_STW
FCH1003840,junction,8.670957927279368,830696.7070000004,840140.9763999991,Shek_Wu_Hui_STW
FCH1003841,junction,5.620957927279367,830705.6885000002,840133.4915999994,Shek_Wu_Hui_STW
FCH1003860,junction,18.23,836412.7350000003,842421.4949999992,Shek_Wu_Hui_STW
FCH1003880,junction,12.381773870916092,833719.6519999998,840684.6909999996,Shek_Wu_Hui_STW
FCH1003900,junction,0.0,834672.5920000002,842820.9010000005,Shek_Wu_Hui_STW
FCH1003901,junction,14.0,834537.2359999996,842778.4470000006,Shek_Wu_Hui_STW
FCH1003920,junction,12.45,834490.0,842916.0,Shek_Wu_Hui_STW
FCH1003940,junction,13.167,834470.8099999996,842970.5690000001,Shek_Wu_Hui_STW
FCH1003960,junction,12.3,834417.7460000003,843085.5439999998,Shek_Wu_Hui_STW
FCH1003980,junction,12.942989991693048,834404.4000000004,843167.0,Shek_Wu_Hui_STW
FCH1004000,junction,14.5,834364.4110000003,843172.8819999993,Shek_Wu_Hui_STW
FCH1004020,junction,11.15,834006.5350000001,843344.3800000008,Shek_Wu_Hui_STW
FCH1004040,junction,5.580631945039346,833494.0,844241.0,Shek_Wu_Hui_STW
FCH1004041,junction,7.55,833490.4060000004,844249.0859999992,Shek_Wu_Hui_STW
FCH1004080,junction,6.2,833440.7460000003,844354.5439999998,Shek_Wu_Hui_STW
FCH1004100,junction,8.53,833383.7920000004,844448.5629999992,Shek_Wu_Hui_STW
FCH1004240,junction,60.07491942109051,832549.5449000001,834157.4652999993,Tai_Po_Sewage_Treatment_Works
FCH1004241,junction,59.58381834667893,832531.8645000001,834139.9609999992,Tai_Po_Sewage_Treatment_Works
FCH1004242,junction,58.015723732733086,832494.5872,834068.0198999997,Tai_Po_Sewage_Treatment_Works
FCH1004243,junction,57.89811692946815,832492.2023999998,834063.0954999998,Tai_Po_Sewage_Treatment_Works
FCH1004244,junction,57.66166264552587,832494.0787000004,834050.8754999992,Tai_Po_Sewage_Treatment_Works
FCH1004245,junction,57.398465916645485,832482.2090999996,834060.0464999992,Tai_Po_Sewage_Treatment_Works
FCH1004246,junction,57.049182940528084,832462.7089999998,834062.0064000003,Tai_Po_Sewage_Treatment_Works
FCH1004247,junction,56.84918294052809,832451.7471000003,834058.9425000008,Tai_Po_Sewage_Treatment_Works
FCH1004248,junction,56.609182940528086,832443.7313999999,834055.9174000006,Tai_Po_Sewage_Treatment_Works
FCH1004249,junction,55.42918294052809,832418.5219999999,834056.6039000005,Tai_Po_Sewage_Treatment_Works
FCH1004250,junction,55.049182940528084,832400.2220000001,834059.9526000004,Tai_Po_Sewage_Treatment_Works
FCH1004252,junction,54.87918294052808,832392.2137000002,834066.0923999995,Tai_Po_Sewage_Treatment_Works
FCH1004253,junction,54.43032811084906,832371.1344999997,834059.8563999999,Tai_Po_Sewage_Treatment_Works
FCH1004254,junction,53.79317057742939,832341.8187999995,834072.1164999995,Tai_Po_Sewage_Treatment_Works
FCH1004255,junction,53.18845684400629,832309.7542000003,834076.9578000009,Tai_Po_Sewage_Treatment_Works
FCH1004256,junction,52.48329085109864,832275.6505000005,834086.1084000003,Tai_Po_Sewage_Treatment_Works
FCH1004257,junction,52.021500929259695,832263.9189999998,834105.3250999991,Tai_Po_Sewage_Treatment_Works
FCH1004258,junction,51.93,832263.2275,834111.8219000008,Tai_Po_Sewage_Treatment_Works
FCH1004260,junction,45.7098844042169,832199.5300000003,834702.7097999994,Tai_Po_Sewage_Treatment_Works
FCH1004281,junction,44.72,832243.9413000001,834714.9477999993,Tai_Po_Sewage_Treatment_Works
FCH1004282,junction,43.99,832250.3887,834711.6357000005,Tai_Po_Sewage_Treatment_Works
FCH1004363,junction,32.6564315254874,833870.2874999996,837573.6164999995,Shek_Wu_Hui_STW
FCH1004400,junction,35.35774819272252,833866.2944,837584.5406999998,Shek_Wu_Hui_STW
FCH1004401,junction,35.024168623672395,833864.1535,837602.4521999992,Shek_Wu_Hui_STW
FCH1004403,junction,28.334276345656455,833839.8814000003,837926.9818999991,Shek_Wu_Hui_STW
FCH1004460,junction,2.267585040636999,836351.7692,835271.2041999996,Tai_Po_Sewage_Treatment_Works
FCH1004500,junction,3.39,834351.6765000001,834764.7062999997,Tai_Po_Sewage_Treatment_Works
FCH1004501,junction,0.25,834357.5755000003,834751.9294000007,Tai_Po_Sewage_Treatment_Works
FCH1004502,junction,4.39,834429.5449000001,834884.6732999999,Tai_Po_Sewage_Treatment_Works
FCH1004521,junction,3.49,836450.5563000003,835227.9361000005,Tai_Po_Sewage_Treatment_Works
FCH1004522,junction,9.007585040637,836468.7213000003,835212.8794999998,Tai_Po_Sewage_Treatment_Works
FCH1004540,junction,3.39,834567.4471000005,835016.0611000005,Tai_Po_Sewage_Treatment_Works
FCH1004541,junction,3.71,834945.7096999995,835027.8181999996,Tai_Po_Sewage_Treatment_Works
FCH1004542,junction,4.9,834968.6546,835032.0155999996,Tai_Po_Sewage_Treatment_Works
FCH1004543,junction,1.48,835067.9157999996,835071.4702000003,Tai_Po_Sewage_Treatment_Works
FCH1004560,junction,-1.09,835472.7401,835264.9930000007,Tai_Po_Sewage_Treatment_Works
FCH1004561,junction,-1.12,835477.2455000002,835263.3625000007,Tai_Po_Sewage_Treatment_Works
FCH1004562,junction,1.0,835483.8858000003,835259.9721000008,Tai_Po_Sewage_Treatment_Works
FCH1004563,junction,1.02,835551.3206000002,835222.7449999992,Tai_Po_Sewage_Treatment_Works
FCH1004564,junction,1.64,835230.3693000004,835166.3564999998,Tai_Po_Sewage_Treatment_Works
FCH1004620,junction,14.941773870916093,833357.5937999999,840356.4535000008,Shek_Wu_Hui_STW
FCH1004720,junction,-2.3971113941242406,817920.5736999996,834186.6545000002,San_Wai_STW
FCH1004721,junction,-2.01,817862.0011,834206.398,San_Wai_STW
FCH1004760,junction,0.0,817938.4592000004,834190.5019000005,San_Wai_STW
FCH1004800,junction,2.96,817755.0395,834162.4701000005,San_Wai_STW
FCH1004801,junction,0.07,817560.2269000001,834117.5490000006,San_Wai_STW
FCH1004802,junction,0.52,817330.8267000001,834064.9174000006,San_Wai_STW
FCH1004803,junction,1.37,817115.3221000005,833910.9178999998,San_Wai_STW
FCH1004804,junction,5.161650739414066,816801.176,834070.8416000009,San_Wai_STW
FCH1004820_2,junction,18.236,816276.6518999995,834211.2956999994,San_Wai_STW
FCH1004820_3,junction,18.236,816276.6694999998,834209.2861000003,San_Wai_STW
FCH1004900,junction,2.61,817761.5838000001,834101.0558000002,San_Wai_STW
FCH1004920,junction,1.095,817502.4949000003,834128.7359999996,San_Wai_STW
FCH1004921,junction,2.535,817490.3426999999,834136.0922999997,San_Wai_STW
FCH1004940,junction,3.22,817196.7100999998,833863.3602000009,San_Wai_STW
FCH1004962,junction,5.945,816775.8162000002,834073.3893999998,San_Wai_STW
FCH1005022,junction,44.9433008550052,833771.9170000004,837490.4280999992,Shek_Wu_Hui_STW
FCH1005023,junction,43.20629400224023,833747.9225000003,837398.1504999995,Shek_Wu_Hui_STW
FCH1005032,junction,31.50723174688688,833859.2781999996,837776.6399000008,Shek_Wu_Hui_STW
FCH1005066,junction,20.98462331391135,818710.0138999997,825134.0055999998,Pillar_Point_STW
FCH1005067,junction,26.47462331391135,818601.5447000004,825229.1420000009,Pillar_Point_STW
FCH1005068,junction,24.90462331391135,818497.0906999996,825228.0453999992,Pillar_Point_STW
FCH1005069,junction,20.22462331391135,818398.2817000002,825228.3697999995,Pillar_Point_STW
FCH1005070,junction,18.90462331391135,818325.8727000002,825234.5865000002,Pillar_Point_STW
FCH1005071,junction,17.34,818245.2878,825265.9518999998,Pillar_Point_STW
FCH1005072,junction,47.58636475674558,819681.3978000004,824971.7791000009,Pillar_Point_STW
FCH1005073,junction,45.75263161341296,819590.5443000002,825017.1153999995,Pillar_Point_STW
FCH1005074,junction,110.4276843840257,816583.4461000003,830662.2756999992,Pillar_Point_STW
FCH1005075,junction,110.01768438402569,816528.8345999997,830659.0062000006,Pillar_Point_STW
FCH1005076,junction,108.6024641092999,816457.3668999998,830626.7632999998,Pillar_Point_STW
FCH1005077,junction,108.50387258344028,816452.0953000002,830625.4455999993,Pillar_Point_STW
FCH1005082,junction,21.152894249884987,839423.3815000001,832036.2151999995,Sha_Tin_STW
FCH1005106,junction,28.760442809661406,813352.1974999998,825914.6643000003,Pillar_Point_STW
FCH1005107,junction,28.418136142936916,813334.2583999997,825906.8910000008,Pillar_Point_STW
FCH1005108,junction,27.889422372120364,813327.5769999996,825887.5017000008,Pillar_Point_STW
FCH1005109,junction,25.446999789997605,813253.4003999997,825800.3903000001,Pillar_Point_STW
FCH1005110,junction,24.529746955674653,813232.8477999996,825778.7513999995,Pillar_Point_STW
FCH1005111,junction,23.00863415849048,813165.1928999994,825734.3567999997,Pillar_Point_STW
FCH1005154,junction,14.576676566897046,812646.1424000002,824963.9639999997,Pillar_Point_STW
FCH1005155,junction,15.841751728646422,812683.7844000002,824904.3157000002,Pillar_Point_STW
FCH1005156,junction,17.312051923841224,812726.9025999997,824835.2787999995,Pillar_Point_STW
FCH1005157,junction,18.65071355813489,812781.3293000003,824778.1467000004,Pillar_Point_STW
FCH1005158,junction,7.12,833306.3498999998,844535.4738999996,Shek_Wu_Hui_STW
FCH1005163,junction,16.69,834206.1102,845135.5367000002,Shek_Wu_Hui_STW
FCH1005164,junction,16.69,834351.5038999999,845237.9210000001,Shek_Wu_Hui_STW
FCH1005165,junction,17.68,834449.1798999999,845314.1275999993,Shek_Wu_Hui_STW
FCH1005166,junction,18.69477550890195,834670.9211999997,842817.8096999992,Shek_Wu_Hui_STW
FCH1005169,junction,31.064299049272375,834609.7840999998,845368.9836999997,Shek_Wu_Hui_STW
FCH1005170,junction,31.893378545733313,834657.4123,845380.4125999995,Shek_Wu_Hui_STW
FCH1005171,junction,31.074299049272376,834726.7052999996,845410.4658000004,Shek_Wu_Hui_STW
FCH1005172,junction,30.820269374934547,833851.5059000002,837801.8136999998,Shek_Wu_Hui_STW
FCH1005173,junction,30.89743201800956,833850.6655000001,837796.0299999993,Shek_Wu_Hui_STW
FCH4000000,junction,10.342631960578267,832988.7450000001,821709.3190000001,SCISTW
FCH4000020,junction,-7.094004520902612,834811.54,820392.784,SCISTW
FCH4000021,junction,-5.494715727692157,834844.9519999996,820347.5519999992,SCISTW
FCH4000040,junction,-3.8448870039237093,834837.0760000004,820264.5490000006,SCISTW
FCH4000060,junction,-2.8842846633239283,834805.2620000001,820248.7670000009,SCISTW
FCH4000061,junction,-1.1612298394143001,834785.3779999996,820154.3440000005,SCISTW
FCH4000062,junction,1.1516507394140654,834836.8130000001,820142.1830000002,SCISTW
FCH4000080,junction,18.01480208267835,835538.2630000003,819583.7009999994,SCISTW
FCH4000081,junction,17.842042523899703,836570.1798999999,826167.8044000007,Sha_Tin_STW
FCH4000084,junction,17.646800356363954,836562.4546999997,826176.6783000007,Sha_Tin_STW
FCH4000100,junction,8.95341686877278,833008.7149999999,821737.841,SCISTW
FCH4000141,junction,1.8,832184.0860000001,820813.2540000007,SCISTW
FCH4000142,junction,2.58,831675.7640000004,820425.3460000008,SCISTW
FCH4000143,junction,1.76,831381.625,820266.4269999992,SCISTW
FCH4000144,junction,3.6,831167.0190000003,820211.5779999997,SCISTW
FCH4000161,junction,3.15,832091.1030000001,821045.023,SCISTW
FCH4000162,junction,3.7566164824152146,831485.7390000001,820222.6940000001,SCISTW
FCH4000163,junction,3.01,831746.0319999997,821497.4519999996,SCISTW
FCH4000164,junction,4.86,831815.4210000001,821391.6730000004,SCISTW
FCH4000165,junction,2.72,832146.9469999997,821067.8589999992,SCISTW
FCH4000200,junction,-43.39919491664035,833789.0410000002,821420.7440000009,SCISTW
FCH4000201,junction,-40.15976063973742,833913.4709999999,821317.1359999999,SCISTW
FCH4000202,junction,-39.73616436720154,833930.7620000001,821298.6640000008,SCISTW
FCH4000203,junction,-36.94023810000005,834038.1449999996,821213.4130000006,SCISTW
FCH4000204,junction,-33.8776031570991,834157.977,821108.1579999998,SCISTW
FCH4000205,junction,-31.196468738787637,834082.8339999998,821005.898,SCISTW
